step,time,#people,temp_out
0,08:00,29,16.3
1,08:05,29,15.4
2,08:10,29,15.7
3,08:15,29,14.9
4,08:20,29,15.3
5,08:25,29,15.9
6,08:30,29,15.5
7,08:35,29,16.2
8,08:40,29,17.1
9,08:45,10,17.1
10,08:50,10,17.2
11,08:55,10,17.8
12,09:00,10,18.1
13,09:05,10,17.7
14,09:10,10,17.8
15,09:15,10,17.8
16,09:20,10,17.8
17,09:25,20,17.6
18,09:30,20,17.4
19,09:35,20,17.3
20,09:40,20,17.6
21,09:45,20,17.8
22,09:50,20,18.0
23,09:55,20,18.0
24,10:00,20,17.7
25,10:05,20,18.1
26,10:10,20,18.2
27,10:15,2,18.1
28,10:20,2,17.3
29,10:25,2,18.1
30,10:30,2,19.2
31,10:35,2,18.8
32,10:40,2,18.8
33,10:45,2,19.0
34,10:50,2,19.3
35,10:55,2,19.2
36,11:00,2,18.2
37,11:05,49,18.8
38,11:10,49,19.0
39,11:15,49,18.8
40,11:20,49,18.2
41,11:25,49,19.1
42,11:30,49,19.3
43,11:35,11,19.0
44,11:40,11,19.4
45,11:45,37,19.8
46,11:50,37,20.1
47,11:55,37,20.6
48,12:00,37,20.9
49,12:05,37,21.5
50,12:10,37,21.8
51,12:15,37,21.5
52,12:20,37,21.4
53,12:25,37,22.0
54,12:30,47,22.0
55,12:35,47,21.2
56,12:40,47,21.3
57,12:45,47,21.8
58,12:50,47,22.3
59,12:55,47,21.3
60,13:00,47,20.7
61,13:05,47,19.7
62,13:10,47,19.7
63,13:15,4,20.3
64,13:20,4,19.5
65,13:25,4,19.3
66,13:30,1,19.7
67,13:35,1,19.3
68,13:40,1,19.8
69,13:45,1,19.4
70,13:50,7,20.0
71,13:55,7,19.3
72,14:00,7,18.7
73,14:05,7,19.2
74,14:10,7,19.9
75,14:15,7,20.0
76,14:20,41,21.0
77,14:25,41,20.9
78,14:30,41,20.4
79,14:35,41,20.6
80,14:40,32,20.2
81,14:45,32,20.3
82,14:50,32,19.1
83,14:55,32,20.0
84,15:00,20,20.3
85,15:05,20,20.0
86,15:10,20,19.2
87,15:15,20,19.7
88,15:20,20,20.8
89,15:25,20,20.6
90,15:30,46,20.7
91,15:35,46,21.6
92,15:40,46,21.1
93,15:45,46,21.5
94,15:50,46,21.7
95,15:55,46,21.6
96,16:00,6,21.6
97,16:05,6,21.1
98,16:10,6,21.7
99,16:15,6,21.4
100,16:20,6,21.4
101,16:25,6,21.0
102,16:30,6,20.8
103,16:35,27,21.0
104,16:40,27,21.3
105,16:45,27,21.8
106,16:50,27,22.5
107,16:55,27,22.6
108,17:00,27,22.4
109,17:05,19,22.4
110,17:10,19,21.0
111,17:15,19,19.9
112,17:20,19,20.6
113,17:25,19,20.6
114,17:30,19,21.2
115,17:35,19,21.1
116,17:40,3,21.4
117,17:45,3,22.0
118,17:50,3,22.7
119,17:55,3,23.1
120,18:00,3,23.5
