step,time,#people,temp_out
0,08:00,45,9.5
1,08:05,45,9.0
2,08:10,7,9.2
3,08:15,7,9.2
4,08:20,24,8.8
5,08:25,24,9.3
6,08:30,27,9.5
7,08:35,27,9.2
8,08:40,27,8.6
9,08:45,27,8.6
10,08:50,27,8.9
11,08:55,22,8.8
12,09:00,22,8.5
13,09:05,22,8.7
14,09:10,22,9.3
15,09:15,22,9.9
16,09:20,9,9.8
17,09:25,9,11.0
18,09:30,9,10.9
19,09:35,9,11.3
20,09:40,9,11.6
21,09:45,9,11.5
22,09:50,9,11.6
23,09:55,9,11.0
24,10:00,9,10.6
25,10:05,41,11.2
26,10:10,41,11.1
27,10:15,41,10.9
28,10:20,41,11.2
29,10:25,41,11.5
30,10:30,41,11.4
31,10:35,41,12.0
32,10:40,41,12.6
33,10:45,41,13.6
34,10:50,41,13.3
35,10:55,43,13.4
36,11:00,43,13.4
37,11:05,43,13.2
38,11:10,43,12.2
39,11:15,43,12.7
40,11:20,43,12.6
41,11:25,43,13.1
42,11:30,8,13.0
43,11:35,8,13.5
44,11:40,8,13.2
45,11:45,8,13.5
46,11:50,8,13.0
47,11:55,30,12.5
48,12:00,30,12.9
49,12:05,30,12.5
50,12:10,30,12.6
51,12:15,30,11.8
52,12:20,30,11.2
53,12:25,30,10.4
54,12:30,30,10.5
55,12:35,42,11.1
56,12:40,42,11.2
57,12:45,42,11.4
58,12:50,8,10.9
59,12:55,8,10.6
60,13:00,8,10.3
61,13:05,46,10.4
62,13:10,46,9.8
63,13:15,46,9.3
64,13:20,46,9.0
65,13:25,46,8.9
66,13:30,46,8.7
67,13:35,46,8.2
68,13:40,39,9.0
69,13:45,39,8.8
70,13:50,14,8.9
71,13:55,14,8.5
72,14:00,14,9.0
73,14:05,14,9.9
74,14:10,14,10.0
75,14:15,23,9.5
76,14:20,23,10.1
77,14:25,23,9.2
78,14:30,23,9.4
79,14:35,23,9.4
80,14:40,23,9.2
81,14:45,23,9.1
82,14:50,23,8.8
83,14:55,15,8.8
84,15:00,15,8.4
85,15:05,15,8.6
86,15:10,15,8.7
87,15:15,15,8.1
88,15:20,15,7.1
89,15:25,15,7.1
90,15:30,15,7.1
91,15:35,17,7.8
92,15:40,17,7.6
93,15:45,8,8.0
94,15:50,8,8.1
95,15:55,8,7.9
96,16:00,8,7.5
97,16:05,8,7.4
98,16:10,8,7.9
99,16:15,8,7.6
100,16:20,8,8.2
101,16:25,8,8.4
102,16:30,8,8.0
103,16:35,8,8.0
104,16:40,8,7.8
105,16:45,8,7.8
106,16:50,8,8.2
107,16:55,8,8.5
108,17:00,8,8.9
109,17:05,8,9.1
110,17:10,8,9.2
111,17:15,33,9.6
112,17:20,33,9.3
113,17:25,33,9.8
114,17:30,33,9.6
115,17:35,33,9.6
116,17:40,33,8.3
117,17:45,33,8.9
118,17:50,33,9.9
119,17:55,10,10.1
120,18:00,10,10.4
