step,time,#people,temp_out
0,08:00,45,18.4
1,08:05,45,18.4
2,08:10,45,17.4
3,08:15,45,16.5
4,08:20,45,15.9
5,08:25,6,16.4
6,08:30,6,16.0
7,08:35,6,16.0
8,08:40,6,16.3
9,08:45,6,15.8
10,08:50,6,15.9
11,08:55,6,15.1
12,09:00,6,15.2
13,09:05,6,14.9
14,09:10,20,15.3
15,09:15,20,15.4
16,09:20,20,16.0
17,09:25,20,15.9
18,09:30,20,16.3
19,09:35,20,15.9
20,09:40,20,15.4
21,09:45,20,15.4
22,09:50,29,14.7
23,09:55,29,14.5
24,10:00,29,14.2
25,10:05,29,14.2
26,10:10,29,14.7
27,10:15,29,14.3
28,10:20,29,14.7
29,10:25,29,14.9
30,10:30,27,14.3
31,10:35,27,13.7
32,10:40,27,13.1
33,10:45,27,13.5
34,10:50,27,13.7
35,10:55,17,13.2
36,11:00,17,12.4
37,11:05,17,12.5
38,11:10,17,12.3
39,11:15,17,12.9
40,11:20,17,12.1
41,11:25,17,11.4
42,11:30,17,11.7
43,11:35,31,12.6
44,11:40,31,12.0
45,11:45,31,11.9
46,11:50,31,12.7
47,11:55,42,12.4
48,12:00,42,13.1
49,12:05,42,13.2
50,12:10,42,13.2
51,12:15,37,13.3
52,12:20,37,12.2
53,12:25,37,12.1
54,12:30,37,12.4
55,12:35,37,12.2
56,12:40,37,12.4
57,12:45,37,11.9
58,12:50,19,11.3
59,12:55,19,10.8
60,13:00,19,10.4
61,13:05,19,10.4
62,13:10,19,11.0
63,13:15,19,11.2
64,13:20,21,12.0
65,13:25,21,13.4
66,13:30,21,14.0
67,13:35,21,13.7
68,13:40,21,15.0
69,13:45,21,14.1
70,13:50,21,13.9
71,13:55,21,14.2
72,14:00,21,13.1
73,14:05,21,13.6
74,14:10,13,12.9
75,14:15,13,12.9
76,14:20,13,12.9
77,14:25,13,12.7
78,14:30,13,12.9
79,14:35,13,12.4
80,14:40,41,12.1
81,14:45,41,11.7
82,14:50,41,11.5
83,14:55,41,11.1
84,15:00,41,11.5
85,15:05,41,12.0
86,15:10,41,12.2
87,15:15,41,12.7
88,15:20,41,13.1
89,15:25,41,13.1
90,15:30,38,11.8
91,15:35,38,11.6
92,15:40,38,11.6
93,15:45,38,11.5
94,15:50,38,10.8
95,15:55,38,10.5
96,16:00,38,11.0
97,16:05,38,10.8
98,16:10,38,10.3
99,16:15,3,10.5
100,16:20,3,11.3
101,16:25,3,11.3
102,16:30,45,11.1
103,16:35,45,11.3
104,16:40,45,10.5
105,16:45,45,10.8
106,16:50,46,11.1
107,16:55,46,11.2
108,17:00,46,11.1
109,17:05,46,10.9
110,17:10,49,10.4
111,17:15,49,10.0
112,17:20,49,11.3
113,17:25,49,10.9
114,17:30,49,11.4
115,17:35,49,11.7
116,17:40,49,11.9
117,17:45,49,11.9
118,17:50,49,12.3
119,17:55,32,12.8
120,18:00,32,12.8
