step,time,#people,temp_out
0,08:00,0,-2.7
1,08:05,0,-1.8
2,08:10,0,-2.6
3,08:15,0,-2.2
4,08:20,0,-2.8
5,08:25,0,-3.1
6,08:30,0,-2.9
7,08:35,0,-3.5
8,08:40,19,-3.8
9,08:45,19,-3.3
10,08:50,19,-3.1
11,08:55,19,-2.7
12,09:00,19,-3.2
13,09:05,36,-3.4
14,09:10,36,-3.1
15,09:15,36,-4.0
16,09:20,36,-4.2
17,09:25,36,-3.9
18,09:30,36,-3.7
19,09:35,36,-3.9
20,09:40,36,-3.0
21,09:45,37,-3.4
22,09:50,37,-3.2
23,09:55,20,-2.4
24,10:00,20,-1.9
25,10:05,20,-2.1
26,10:10,48,-2.0
27,10:15,48,-2.2
28,10:20,48,-2.2
29,10:25,48,-2.3
30,10:30,48,-2.5
31,10:35,48,-2.3
32,10:40,48,-2.8
33,10:45,48,-2.8
34,10:50,47,-3.3
35,10:55,47,-4.3
36,11:00,47,-4.6
37,11:05,47,-5.0
38,11:10,47,-4.0
39,11:15,47,-4.0
40,11:20,47,-4.6
41,11:25,47,-4.4
42,11:30,47,-3.7
43,11:35,24,-3.4
44,11:40,24,-3.6
45,11:45,24,-3.6
46,11:50,24,-4.8
47,11:55,24,-4.6
48,12:00,24,-4.5
49,12:05,24,-4.6
50,12:10,24,-4.9
51,12:15,24,-4.8
52,12:20,24,-4.3
53,12:25,20,-5.0
54,12:30,20,-4.1
55,12:35,20,-4.3
56,12:40,30,-3.7
57,12:45,30,-3.7
58,12:50,30,-4.1
59,12:55,30,-4.0
60,13:00,30,-4.1
61,13:05,30,-3.3
62,13:10,30,-3.4
63,13:15,30,-3.3
64,13:20,33,-4.0
65,13:25,33,-3.7
66,13:30,33,-4.2
67,13:35,33,-5.0
68,13:40,33,-5.0
69,13:45,18,-5.0
70,13:50,18,-5.0
71,13:55,18,-4.5
72,14:00,28,-4.8
73,14:05,28,-4.4
74,14:10,28,-5.0
75,14:15,28,-4.6
76,14:20,28,-4.8
77,14:25,28,-4.5
78,14:30,28,-4.8
79,14:35,7,-4.7
80,14:40,7,-4.6
81,14:45,7,-4.5
82,14:50,7,-4.4
83,14:55,7,-4.7
84,15:00,7,-5.0
85,15:05,7,-5.0
86,15:10,7,-4.3
87,15:15,7,-4.2
88,15:20,9,-3.8
89,15:25,9,-3.7
90,15:30,9,-3.8
91,15:35,46,-3.2
92,15:40,46,-1.8
93,15:45,46,-1.1
94,15:50,46,-0.7
95,15:55,25,-0.7
96,16:00,25,-1.1
97,16:05,25,-1.2
98,16:10,25,-1.1
99,16:15,25,-1.3
100,16:20,30,-1.0
101,16:25,30,-1.3
102,16:30,30,-1.3
103,16:35,30,-1.6
104,16:40,30,-1.2
105,16:45,30,-1.4
106,16:50,30,-0.9
107,16:55,30,-1.7
108,17:00,30,-2.7
109,17:05,19,-2.9
110,17:10,19,-3.4
111,17:15,19,-3.4
112,17:20,21,-2.9
113,17:25,21,-2.8
114,17:30,21,-2.4
115,17:35,21,-2.4
116,17:40,21,-2.1
117,17:45,21,-1.4
118,17:50,21,-1.6
119,17:55,21,-2.0
120,18:00,21,-1.8
