step,time,#people,temp_out
0,08:00,23,16.0
1,08:05,23,16.4
2,08:10,23,15.8
3,08:15,23,15.6
4,08:20,23,15.3
5,08:25,32,15.4
6,08:30,32,15.4
7,08:35,32,15.0
8,08:40,32,15.2
9,08:45,32,15.2
10,08:50,32,15.1
11,08:55,32,14.1
12,09:00,47,14.3
13,09:05,47,14.1
14,09:10,47,13.4
15,09:15,47,14.3
16,09:20,47,14.3
17,09:25,47,13.8
18,09:30,47,13.9
19,09:35,47,14.5
20,09:40,47,14.2
21,09:45,47,13.9
22,09:50,33,13.7
23,09:55,33,13.8
24,10:00,33,13.5
25,10:05,33,13.2
26,10:10,33,13.3
27,10:15,33,13.9
28,10:20,33,12.9
29,10:25,33,12.6
30,10:30,33,13.0
31,10:35,18,13.3
32,10:40,18,13.3
33,10:45,18,13.4
34,10:50,18,13.0
35,10:55,18,13.2
36,11:00,18,13.1
37,11:05,3,13.0
38,11:10,3,13.1
39,11:15,3,12.5
40,11:20,3,11.7
41,11:25,3,11.6
42,11:30,3,10.8
43,11:35,3,10.7
44,11:40,3,11.2
45,11:45,3,10.9
46,11:50,3,11.2
47,11:55,45,10.4
48,12:00,45,10.8
49,12:05,45,11.7
50,12:10,18,12.7
51,12:15,18,12.3
52,12:20,18,12.3
53,12:25,18,12.5
54,12:30,18,12.9
55,12:35,41,12.7
56,12:40,41,12.9
57,12:45,41,13.3
58,12:50,41,13.5
59,12:55,41,13.0
60,13:00,41,12.2
61,13:05,41,11.9
62,13:10,30,11.3
63,13:15,30,12.1
64,13:20,30,12.8
65,13:25,30,12.7
66,13:30,30,12.8
67,13:35,30,12.5
68,13:40,30,12.0
69,13:45,30,12.6
70,13:50,3,12.7
71,13:55,3,12.5
72,14:00,3,12.8
73,14:05,3,12.4
74,14:10,3,11.9
75,14:15,3,11.7
76,14:20,3,12.3
77,14:25,20,11.6
78,14:30,20,10.8
79,14:35,20,11.0
80,14:40,20,10.9
81,14:45,20,11.1
82,14:50,20,10.9
83,14:55,20,10.7
84,15:00,45,10.4
85,15:05,45,10.4
86,15:10,45,11.0
87,15:15,45,10.6
88,15:20,8,10.7
89,15:25,8,11.0
90,15:30,8,11.1
91,15:35,8,11.0
92,15:40,8,10.6
93,15:45,8,10.8
94,15:50,8,11.7
95,15:55,8,12.0
96,16:00,8,12.0
97,16:05,8,11.8
98,16:10,49,11.3
99,16:15,49,11.7
100,16:20,35,12.1
101,16:25,35,12.8
102,16:30,35,12.3
103,16:35,35,11.9
104,16:40,7,12.0
105,16:45,7,11.5
106,16:50,7,10.1
107,16:55,7,10.3
108,17:00,7,9.5
109,17:05,7,8.8
110,17:10,7,9.1
111,17:15,7,9.6
112,17:20,7,9.4
113,17:25,7,9.6
114,17:30,47,9.7
115,17:35,47,10.0
116,17:40,47,9.9
117,17:45,5,9.7
118,17:50,5,9.2
119,17:55,5,9.4
120,18:00,5,10.5
