step,time,#people,temp_out
0,08:00,37,23.7
1,08:05,37,23.8
2,08:10,37,24.0
3,08:15,37,23.4
4,08:20,37,23.4
5,08:25,37,23.9
6,08:30,37,24.0
7,08:35,37,24.1
8,08:40,37,23.8
9,08:45,28,24.3
10,08:50,28,23.5
11,08:55,28,23.1
12,09:00,28,23.4
13,09:05,28,23.2
14,09:10,28,23.4
15,09:15,28,23.0
16,09:20,28,22.8
17,09:25,28,23.2
18,09:30,28,22.7
19,09:35,25,23.5
20,09:40,25,24.1
21,09:45,16,24.1
22,09:50,16,24.6
23,09:55,16,25.2
24,10:00,16,25.0
25,10:05,16,25.0
26,10:10,16,24.9
27,10:15,16,25.0
28,10:20,16,24.2
29,10:25,3,24.3
30,10:30,3,24.7
31,10:35,3,24.5
32,10:40,3,25.1
33,10:45,3,25.1
34,10:50,3,24.4
35,10:55,3,23.7
36,11:00,3,23.2
37,11:05,27,22.8
38,11:10,27,22.4
39,11:15,27,23.1
40,11:20,27,23.5
41,11:25,27,22.9
42,11:30,27,23.5
43,11:35,27,23.2
44,11:40,27,22.4
45,11:45,27,22.3
46,11:50,27,22.6
47,11:55,20,22.9
48,12:00,20,23.4
49,12:05,20,23.0
50,12:10,23,22.2
51,12:15,23,22.9
52,12:20,23,23.0
53,12:25,23,22.9
54,12:30,23,22.1
55,12:35,23,22.6
56,12:40,31,23.0
57,12:45,31,23.2
58,12:50,31,23.1
59,12:55,31,23.3
60,13:00,31,24.0
61,13:05,31,24.5
62,13:10,2,24.7
63,13:15,2,24.5
64,13:20,2,24.3
65,13:25,2,24.6
66,13:30,2,25.0
67,13:35,2,24.7
68,13:40,2,25.3
69,13:45,2,24.9
70,13:50,2,24.7
71,13:55,1,25.6
72,14:00,1,25.9
73,14:05,1,26.7
74,14:10,1,25.9
75,14:15,1,25.3
76,14:20,48,25.7
77,14:25,48,26.2
78,14:30,48,26.2
79,14:35,48,26.3
80,14:40,48,25.5
81,14:45,10,26.0
82,14:50,10,25.9
83,14:55,10,26.1
84,15:00,10,26.5
85,15:05,40,27.1
86,15:10,40,26.5
87,15:15,40,26.5
88,15:20,40,26.1
89,15:25,40,26.5
90,15:30,26,26.9
91,15:35,26,28.0
92,15:40,26,27.3
93,15:45,26,27.5
94,15:50,26,27.0
95,15:55,26,27.6
96,16:00,26,27.5
97,16:05,26,27.2
98,16:10,26,27.4
99,16:15,26,27.5
100,16:20,31,28.4
101,16:25,31,29.1
102,16:30,31,29.3
103,16:35,31,30.1
104,16:40,31,30.7
105,16:45,31,31.0
106,16:50,37,31.3
107,16:55,37,30.8
108,17:00,37,30.5
109,17:05,37,30.8
110,17:10,3,30.5
111,17:15,3,30.8
112,17:20,3,30.8
113,17:25,3,31.0
114,17:30,41,30.3
115,17:35,41,30.5
116,17:40,41,30.3
117,17:45,41,30.6
118,17:50,41,30.6
119,17:55,41,30.5
120,18:00,41,30.1
