step,time,#people,temp_out
0,08:00,41,9.4
1,08:05,41,9.0
2,08:10,41,8.9
3,08:15,41,9.3
4,08:20,41,8.9
5,08:25,41,8.7
6,08:30,41,8.5
7,08:35,3,8.9
8,08:40,3,9.8
9,08:45,3,10.6
10,08:50,3,10.4
11,08:55,0,10.1
12,09:00,0,10.4
13,09:05,1,9.5
14,09:10,1,9.9
15,09:15,1,10.3
16,09:20,1,10.3
17,09:25,1,11.0
18,09:30,1,11.5
19,09:35,1,11.7
20,09:40,12,11.2
21,09:45,12,10.2
22,09:50,12,10.8
23,09:55,12,11.6
24,10:00,12,11.4
25,10:05,12,11.8
26,10:10,12,11.9
27,10:15,32,11.3
28,10:20,32,11.1
29,10:25,32,11.7
30,10:30,32,11.5
31,10:35,32,11.0
32,10:40,32,10.4
33,10:45,32,11.1
34,10:50,32,12.0
35,10:55,32,12.1
36,11:00,40,12.4
37,11:05,40,12.2
38,11:10,40,12.4
39,11:15,49,11.7
40,11:20,49,11.2
41,11:25,49,11.2
42,11:30,49,12.2
43,11:35,49,12.1
44,11:40,49,11.9
45,11:45,49,12.2
46,11:50,3,12.7
47,11:55,3,12.7
48,12:00,3,12.9
49,12:05,3,12.9
50,12:10,3,12.6
51,12:15,3,12.3
52,12:20,3,12.4
53,12:25,3,12.0
54,12:30,36,13.2
55,12:35,36,13.0
56,12:40,36,13.2
57,12:45,2,12.8
58,12:50,2,13.5
59,12:55,2,13.1
60,13:00,2,13.0
61,13:05,46,12.5
62,13:10,46,12.6
63,13:15,46,12.0
64,13:20,46,12.6
65,13:25,46,12.1
66,13:30,46,11.4
67,13:35,46,12.2
68,13:40,46,12.1
69,13:45,2,12.8
70,13:50,2,13.5
71,13:55,2,12.9
72,14:00,32,13.1
73,14:05,32,13.0
74,14:10,32,12.8
75,14:15,32,12.7
76,14:20,32,12.9
77,14:25,32,13.8
78,14:30,41,13.9
79,14:35,41,14.4
80,14:40,11,14.7
81,14:45,11,15.6
82,14:50,11,15.9
83,14:55,11,15.5
84,15:00,11,14.4
85,15:05,11,14.8
86,15:10,48,14.4
87,15:15,48,14.8
88,15:20,48,15.1
89,15:25,48,14.1
90,15:30,48,14.1
91,15:35,48,14.8
92,15:40,48,14.5
93,15:45,48,13.6
94,15:50,5,13.5
95,15:55,5,14.1
96,16:00,5,14.3
97,16:05,5,13.7
98,16:10,5,14.0
99,16:15,5,13.8
100,16:20,5,14.1
101,16:25,47,13.8
102,16:30,47,13.6
103,16:35,44,13.8
104,16:40,44,13.7
105,16:45,44,14.0
106,16:50,44,14.4
107,16:55,44,15.0
108,17:00,44,14.7
109,17:05,44,14.2
110,17:10,30,15.1
111,17:15,30,15.2
112,17:20,30,15.4
113,17:25,30,16.0
114,17:30,30,16.1
115,17:35,30,15.8
116,17:40,30,15.7
117,17:45,13,15.2
118,17:50,13,15.0
119,17:55,13,15.0
120,18:00,23,15.2
