step,time,#people,temp_out
0,08:00,1,-3.8
1,08:05,1,-4.3
2,08:10,1,-4.7
3,08:15,1,-4.0
4,08:20,1,-4.0
5,08:25,1,-4.9
6,08:30,1,-5.0
7,08:35,1,-5.0
8,08:40,37,-5.0
9,08:45,37,-5.0
10,08:50,20,-4.9
11,08:55,20,-4.7
12,09:00,20,-4.7
13,09:05,20,-4.2
14,09:10,20,-4.4
15,09:15,20,-4.2
16,09:20,20,-4.1
17,09:25,20,-4.4
18,09:30,34,-4.6
19,09:35,34,-5.0
20,09:40,34,-4.7
21,09:45,34,-5.0
22,09:50,34,-4.7
23,09:55,34,-4.5
24,10:00,34,-4.4
25,10:05,34,-4.4
26,10:10,34,-5.0
27,10:15,34,-4.6
28,10:20,6,-4.6
29,10:25,6,-4.6
30,10:30,6,-4.5
31,10:35,6,-4.0
32,10:40,6,-3.8
33,10:45,6,-4.5
34,10:50,6,-4.6
35,10:55,29,-4.5
36,11:00,29,-4.3
37,11:05,29,-4.0
38,11:10,29,-3.9
39,11:15,41,-4.3
40,11:20,41,-5.0
41,11:25,41,-5.0
42,11:30,41,-5.0
43,11:35,41,-4.1
44,11:40,5,-4.4
45,11:45,5,-3.7
46,11:50,5,-3.6
47,11:55,5,-3.3
48,12:00,5,-3.6
49,12:05,5,-3.1
50,12:10,5,-2.9
51,12:15,5,-2.7
52,12:20,5,-2.1
53,12:25,30,-3.0
54,12:30,30,-2.5
55,12:35,30,-2.4
56,12:40,30,-2.5
57,12:45,30,-2.0
58,12:50,30,-2.4
59,12:55,9,-2.9
60,13:00,9,-2.4
61,13:05,9,-2.8
62,13:10,9,-1.6
63,13:15,9,-1.9
64,13:20,9,-2.6
65,13:25,16,-2.0
66,13:30,16,-1.5
67,13:35,16,-1.6
68,13:40,16,-2.3
69,13:45,16,-1.9
70,13:50,16,-1.0
71,13:55,16,0.0
72,14:00,16,0.3
73,14:05,16,1.0
74,14:10,27,1.3
75,14:15,27,0.9
76,14:20,27,0.3
77,14:25,27,0.7
78,14:30,27,0.8
79,14:35,27,1.7
80,14:40,27,1.9
81,14:45,27,1.9
82,14:50,27,2.2
83,14:55,27,1.8
84,15:00,32,2.8
85,15:05,32,2.7
86,15:10,29,2.5
87,15:15,29,2.8
88,15:20,29,2.4
89,15:25,29,2.0
90,15:30,29,2.3
91,15:35,29,2.3
92,15:40,29,2.8
93,15:45,24,3.2
94,15:50,24,2.8
95,15:55,24,3.3
96,16:00,24,2.8
97,16:05,24,2.5
98,16:10,24,3.0
99,16:15,24,3.4
100,16:20,24,3.1
101,16:25,24,2.8
102,16:30,15,2.5
103,16:35,15,1.6
104,16:40,15,0.8
105,16:45,15,1.9
106,16:50,15,1.5
107,16:55,15,0.9
108,17:00,15,1.5
109,17:05,15,2.2
110,17:10,37,2.5
111,17:15,37,3.7
112,17:20,26,3.9
113,17:25,26,3.6
114,17:30,26,4.3
115,17:35,26,4.0
116,17:40,15,4.7
117,17:45,15,4.3
118,17:50,15,4.2
119,17:55,15,4.4
120,18:00,15,5.1
