step,time,#people,temp_out
0,08:00,32,26.7
1,08:05,32,26.9
2,08:10,32,26.6
3,08:15,32,25.8
4,08:20,32,24.9
5,08:25,32,23.8
6,08:30,9,23.9
7,08:35,9,24.0
8,08:40,9,23.9
9,08:45,9,24.2
10,08:50,9,24.5
11,08:55,9,23.8
12,09:00,49,24.4
13,09:05,49,24.5
14,09:10,49,24.5
15,09:15,49,24.5
16,09:20,49,23.8
17,09:25,49,23.6
18,09:30,49,23.0
19,09:35,42,23.2
20,09:40,42,23.2
21,09:45,42,24.2
22,09:50,42,25.2
23,09:55,42,25.3
24,10:00,42,25.1
25,10:05,42,25.3
26,10:10,42,25.7
27,10:15,42,25.9
28,10:20,34,26.2
29,10:25,34,26.6
30,10:30,34,26.7
31,10:35,34,26.3
32,10:40,34,25.9
33,10:45,34,25.4
34,10:50,34,25.1
35,10:55,34,25.4
36,11:00,34,25.0
37,11:05,34,26.2
38,11:10,34,25.7
39,11:15,34,25.3
40,11:20,34,23.6
41,11:25,34,24.4
42,11:30,34,24.0
43,11:35,34,24.6
44,11:40,3,24.6
45,11:45,3,24.8
46,11:50,3,24.7
47,11:55,3,24.3
48,12:00,3,24.2
49,12:05,3,23.8
50,12:10,3,23.7
51,12:15,3,23.9
52,12:20,46,23.5
53,12:25,46,24.5
54,12:30,46,24.8
55,12:35,46,24.3
56,12:40,46,23.0
57,12:45,15,23.7
58,12:50,15,23.6
59,12:55,15,24.3
60,13:00,36,23.9
61,13:05,36,23.8
62,13:10,36,23.8
63,13:15,36,24.3
64,13:20,36,24.1
65,13:25,36,23.9
66,13:30,36,24.4
67,13:35,36,25.3
68,13:40,36,25.5
69,13:45,40,24.9
70,13:50,40,25.4
71,13:55,40,25.4
72,14:00,40,26.1
73,14:05,40,26.4
74,14:10,40,26.2
75,14:15,40,25.2
76,14:20,40,26.2
77,14:25,40,26.3
78,14:30,40,27.0
79,14:35,6,26.7
80,14:40,6,26.5
81,14:45,6,26.8
82,14:50,6,27.3
83,14:55,6,27.5
84,15:00,6,27.2
85,15:05,6,26.3
86,15:10,6,26.2
87,15:15,6,27.0
88,15:20,6,27.5
89,15:25,46,27.1
90,15:30,46,26.7
91,15:35,46,25.9
92,15:40,46,25.9
93,15:45,36,25.7
94,15:50,36,25.4
95,15:55,36,25.3
96,16:00,36,25.8
97,16:05,36,25.7
98,16:10,33,25.9
99,16:15,33,25.8
100,16:20,8,25.8
101,16:25,8,25.8
102,16:30,43,26.1
103,16:35,43,26.1
104,16:40,43,26.1
105,16:45,43,27.0
106,16:50,43,26.5
107,16:55,43,27.0
108,17:00,43,27.8
109,17:05,43,26.6
110,17:10,43,26.8
111,17:15,43,26.7
112,17:20,0,26.2
113,17:25,0,26.3
114,17:30,0,26.4
115,17:35,0,26.5
116,17:40,0,27.3
117,17:45,0,27.3
118,17:50,0,28.4
119,17:55,0,29.0
120,18:00,0,29.4
