step,time,#people,temp_out
0,08:00,8,5.7
1,08:05,44,5.6
2,08:10,44,5.1
3,08:15,44,5.9
4,08:20,44,5.4
5,08:25,44,5.0
6,08:30,44,5.2
7,08:35,44,5.0
8,08:40,17,4.0
9,08:45,17,3.4
10,08:50,17,3.9
11,08:55,17,4.0
12,09:00,17,4.5
13,09:05,17,3.8
14,09:10,37,3.4
15,09:15,37,3.7
16,09:20,37,4.9
17,09:25,37,4.1
18,09:30,37,4.5
19,09:35,37,4.9
20,09:40,37,4.9
21,09:45,37,4.6
22,09:50,37,4.8
23,09:55,37,5.1
24,10:00,49,4.7
25,10:05,49,4.0
26,10:10,49,4.5
27,10:15,49,4.6
28,10:20,49,3.9
29,10:25,49,4.3
30,10:30,35,4.1
31,10:35,35,4.1
32,10:40,35,4.2
33,10:45,34,4.5
34,10:50,34,4.7
35,10:55,18,4.5
36,11:00,18,3.8
37,11:05,18,4.2
38,11:10,18,4.9
39,11:15,2,6.2
40,11:20,2,6.6
41,11:25,2,6.6
42,11:30,22,6.5
43,11:35,22,6.1
44,11:40,22,6.4
45,11:45,22,6.4
46,11:50,22,7.0
47,11:55,22,7.5
48,12:00,1,7.3
49,12:05,1,7.4
50,12:10,1,7.9
51,12:15,1,8.7
52,12:20,1,8.2
53,12:25,1,7.7
54,12:30,13,7.9
55,12:35,13,7.6
56,12:40,13,8.6
57,12:45,13,7.7
58,12:50,13,7.3
59,12:55,13,7.3
60,13:00,13,6.6
61,13:05,17,7.0
62,13:10,17,7.4
63,13:15,17,7.3
64,13:20,30,7.6
65,13:25,30,7.0
66,13:30,30,6.7
67,13:35,30,5.8
68,13:40,30,5.7
69,13:45,30,5.2
70,13:50,41,5.3
71,13:55,41,4.6
72,14:00,41,4.8
73,14:05,41,4.7
74,14:10,42,4.1
75,14:15,42,3.9
76,14:20,42,4.6
77,14:25,42,4.0
78,14:30,42,4.5
79,14:35,42,4.5
80,14:40,42,3.9
81,14:45,42,4.3
82,14:50,14,5.0
83,14:55,14,5.2
84,15:00,14,5.2
85,15:05,14,5.1
86,15:10,14,4.4
87,15:15,14,4.5
88,15:20,14,3.6
89,15:25,14,3.1
90,15:30,14,3.6
91,15:35,14,3.9
92,15:40,34,3.8
93,15:45,34,4.1
94,15:50,34,4.6
95,15:55,34,5.2
96,16:00,34,5.5
97,16:05,34,5.7
98,16:10,34,5.6
99,16:15,34,4.9
100,16:20,7,4.8
101,16:25,7,4.9
102,16:30,7,4.8
103,16:35,16,3.9
104,16:40,16,4.4
105,16:45,16,4.2
106,16:50,16,4.4
107,16:55,16,4.3
108,17:00,16,4.6
109,17:05,16,4.2
110,17:10,25,4.5
111,17:15,25,4.8
112,17:20,25,4.1
113,17:25,25,3.5
114,17:30,25,3.5
115,17:35,25,3.4
116,17:40,25,2.6
117,17:45,25,3.3
118,17:50,25,3.3
119,17:55,25,2.8
120,18:00,10,3.1
