step,time,#people,temp_out
0,08:00,48,10.3
1,08:05,48,10.6
2,08:10,48,10.9
3,08:15,48,10.8
4,08:20,48,10.9
5,08:25,48,10.7
6,08:30,48,10.7
7,08:35,48,10.9
8,08:40,48,11.1
9,08:45,48,11.1
10,08:50,48,11.4
11,08:55,24,10.8
12,09:00,24,10.6
13,09:05,24,9.7
14,09:10,24,10.3
15,09:15,24,10.1
16,09:20,9,10.4
17,09:25,9,9.9
18,09:30,9,10.1
19,09:35,9,9.5
20,09:40,9,9.3
21,09:45,9,9.5
22,09:50,9,8.2
23,09:55,9,8.6
24,10:00,9,8.4
25,10:05,9,7.9
26,10:10,25,7.2
27,10:15,25,7.0
28,10:20,25,7.8
29,10:25,25,7.6
30,10:30,25,8.0
31,10:35,25,8.7
32,10:40,25,9.5
33,10:45,25,8.5
34,10:50,25,7.9
35,10:55,25,8.2
36,11:00,40,8.2
37,11:05,40,7.9
38,11:10,40,7.8
39,11:15,40,7.6
40,11:20,40,8.4
41,11:25,40,9.0
42,11:30,40,10.6
43,11:35,40,11.5
44,11:40,40,11.4
45,11:45,40,11.6
46,11:50,34,11.9
47,11:55,34,12.1
48,12:00,34,12.0
49,12:05,34,12.5
50,12:10,34,13.3
51,12:15,34,13.8
52,12:20,34,14.0
53,12:25,7,13.6
54,12:30,7,13.1
55,12:35,7,13.4
56,12:40,7,14.2
57,12:45,7,13.8
58,12:50,7,13.5
59,12:55,7,14.4
60,13:00,7,14.2
61,13:05,7,14.3
62,13:10,7,14.1
63,13:15,2,14.2
64,13:20,2,14.0
65,13:25,2,13.7
66,13:30,2,12.8
67,13:35,2,14.5
68,13:40,2,14.4
69,13:45,2,14.9
70,13:50,2,14.8
71,13:55,41,16.0
72,14:00,41,15.3
73,14:05,41,15.2
74,14:10,41,15.3
75,14:15,41,15.3
76,14:20,41,14.8
77,14:25,41,15.5
78,14:30,41,16.2
79,14:35,12,15.0
80,14:40,12,15.0
81,14:45,12,14.6
82,14:50,12,14.2
83,14:55,12,14.6
84,15:00,12,14.2
85,15:05,12,14.7
86,15:10,12,14.7
87,15:15,27,14.4
88,15:20,27,14.8
89,15:25,27,14.8
90,15:30,27,14.4
91,15:35,27,14.8
92,15:40,0,15.0
93,15:45,0,15.6
94,15:50,0,16.0
95,15:55,0,16.0
96,16:00,0,15.9
97,16:05,46,15.8
98,16:10,46,15.3
99,16:15,6,15.2
100,16:20,6,15.3
101,16:25,6,15.4
102,16:30,6,15.7
103,16:35,33,15.1
104,16:40,33,14.5
105,16:45,33,14.8
106,16:50,33,15.7
107,16:55,1,15.8
108,17:00,1,16.2
109,17:05,1,15.5
110,17:10,1,14.8
111,17:15,1,14.6
112,17:20,1,14.4
113,17:25,1,14.8
114,17:30,1,15.1
115,17:35,1,14.7
116,17:40,48,14.8
117,17:45,48,15.4
118,17:50,48,15.7
119,17:55,48,15.6
120,18:00,48,16.4
