step,time,#people,temp_out
0,08:00,42,12.8
1,08:05,42,12.3
2,08:10,42,12.6
3,08:15,42,13.2
4,08:20,42,12.8
5,08:25,35,12.3
6,08:30,35,12.0
7,08:35,35,11.4
8,08:40,35,11.7
9,08:45,35,11.9
10,08:50,35,12.3
11,08:55,23,12.3
12,09:00,23,11.7
13,09:05,23,11.4
14,09:10,23,11.7
15,09:15,23,11.0
16,09:20,23,12.0
17,09:25,23,12.7
18,09:30,23,12.4
19,09:35,23,13.5
20,09:40,44,12.6
21,09:45,44,13.0
22,09:50,44,13.7
23,09:55,44,13.8
24,10:00,44,14.3
25,10:05,44,14.4
26,10:10,41,14.2
27,10:15,41,13.5
28,10:20,41,12.7
29,10:25,41,11.7
30,10:30,41,12.1
31,10:35,41,11.7
32,10:40,41,10.8
33,10:45,41,10.3
34,10:50,41,10.3
35,10:55,47,10.4
36,11:00,47,10.7
37,11:05,47,11.0
38,11:10,47,11.0
39,11:15,22,11.7
40,11:20,22,11.6
41,11:25,22,11.4
42,11:30,22,10.8
43,11:35,22,10.7
44,11:40,22,11.2
45,11:45,22,10.7
46,11:50,25,10.4
47,11:55,25,10.2
48,12:00,25,11.3
49,12:05,25,11.1
50,12:10,25,10.8
51,12:15,25,9.7
52,12:20,40,10.1
53,12:25,40,10.4
54,12:30,40,10.5
55,12:35,40,10.5
56,12:40,40,10.0
57,12:45,40,9.4
58,12:50,40,8.6
59,12:55,40,8.4
60,13:00,40,8.7
61,13:05,40,9.1
62,13:10,2,9.1
63,13:15,2,8.6
64,13:20,2,8.4
65,13:25,2,8.5
66,13:30,47,8.8
67,13:35,47,9.6
68,13:40,47,9.3
69,13:45,47,10.2
70,13:50,47,10.7
71,13:55,47,10.2
72,14:00,47,10.2
73,14:05,14,10.3
74,14:10,14,10.8
75,14:15,14,10.2
76,14:20,14,9.8
77,14:25,14,9.4
78,14:30,14,8.4
79,14:35,14,9.0
80,14:40,14,10.2
81,14:45,36,10.4
82,14:50,36,10.2
83,14:55,36,9.7
84,15:00,36,10.0
85,15:05,36,10.1
86,15:10,10,9.4
87,15:15,10,9.1
88,15:20,10,9.7
89,15:25,10,9.7
90,15:30,0,9.3
91,15:35,0,8.5
92,15:40,0,7.4
93,15:45,0,7.5
94,15:50,4,7.6
95,15:55,4,6.8
96,16:00,45,6.5
97,16:05,45,6.3
98,16:10,45,6.7
99,16:15,45,6.2
100,16:20,45,6.6
101,16:25,45,6.5
102,16:30,45,6.5
103,16:35,45,7.1
104,16:40,45,7.2
105,16:45,40,6.8
106,16:50,40,6.6
107,16:55,40,6.9
108,17:00,40,7.3
109,17:05,40,7.7
110,17:10,40,7.9
111,17:15,40,9.2
112,17:20,40,9.1
113,17:25,6,8.9
114,17:30,6,8.3
115,17:35,6,8.3
116,17:40,6,8.8
117,17:45,6,8.8
118,17:50,6,8.3
119,17:55,6,8.2
120,18:00,6,8.5
