step,time,#people,temp_out
0,08:00,23,23.1
1,08:05,46,23.0
2,08:10,46,23.4
3,08:15,46,22.9
4,08:20,13,22.3
5,08:25,13,22.0
6,08:30,13,22.5
7,08:35,13,22.9
8,08:40,13,24.0
9,08:45,13,23.8
10,08:50,13,23.8
11,08:55,7,23.6
12,09:00,7,23.1
13,09:05,11,23.4
14,09:10,11,22.5
15,09:15,11,22.8
16,09:20,39,22.9
17,09:25,39,23.2
18,09:30,39,22.4
19,09:35,39,22.4
20,09:40,39,22.6
21,09:45,39,22.3
22,09:50,39,21.7
23,09:55,39,22.0
24,10:00,39,22.2
25,10:05,29,22.8
26,10:10,29,23.2
27,10:15,29,23.2
28,10:20,29,22.6
29,10:25,29,22.2
30,10:30,2,22.1
31,10:35,2,22.1
32,10:40,2,21.7
33,10:45,2,21.5
34,10:50,2,22.2
35,10:55,34,21.4
36,11:00,34,20.7
37,11:05,34,22.3
38,11:10,34,22.2
39,11:15,34,22.4
40,11:20,3,22.2
41,11:25,3,22.4
42,11:30,3,21.4
43,11:35,3,21.2
44,11:40,3,19.9
45,11:45,3,20.1
46,11:50,3,19.6
47,11:55,3,19.3
48,12:00,3,20.1
49,12:05,2,19.9
50,12:10,2,19.8
51,12:15,16,19.8
52,12:20,16,20.1
53,12:25,16,19.8
54,12:30,16,19.8
55,12:35,16,20.3
56,12:40,26,20.7
57,12:45,26,20.5
58,12:50,26,19.9
59,12:55,26,19.9
60,13:00,26,20.0
61,13:05,26,19.7
62,13:10,26,19.1
63,13:15,21,19.9
64,13:20,21,20.3
65,13:25,21,20.3
66,13:30,21,20.8
67,13:35,21,20.0
68,13:40,21,20.1
69,13:45,21,20.2
70,13:50,21,19.7
71,13:55,21,18.6
72,14:00,21,19.0
73,14:05,46,18.8
74,14:10,46,18.7
75,14:15,46,19.6
76,14:20,46,20.2
77,14:25,46,20.9
78,14:30,46,21.6
79,14:35,46,22.2
80,14:40,46,22.0
81,14:45,46,22.7
82,14:50,1,23.0
83,14:55,1,23.4
84,15:00,1,22.8
85,15:05,17,22.6
86,15:10,17,22.5
87,15:15,17,22.3
88,15:20,1,21.5
89,15:25,1,20.8
90,15:30,1,20.6
91,15:35,1,20.3
92,15:40,30,21.1
93,15:45,30,21.3
94,15:50,30,21.5
95,15:55,30,21.6
96,16:00,30,21.1
97,16:05,30,20.9
98,16:10,30,21.1
99,16:15,30,21.2
100,16:20,5,22.5
101,16:25,5,23.6
102,16:30,5,23.2
103,16:35,5,23.1
104,16:40,5,22.7
105,16:45,5,22.7
106,16:50,40,23.0
107,16:55,40,22.8
108,17:00,40,23.0
109,17:05,40,23.2
110,17:10,40,22.3
111,17:15,40,22.8
112,17:20,40,22.6
113,17:25,40,23.0
114,17:30,40,22.5
115,17:35,40,23.1
116,17:40,40,23.2
117,17:45,40,23.9
118,17:50,40,23.8
119,17:55,15,23.7
120,18:00,15,22.7
