step,time,#people,temp_out
0,08:00,25,11.7
1,08:05,25,12.1
2,08:10,25,12.4
3,08:15,13,12.7
4,08:20,13,14.2
5,08:25,13,14.1
6,08:30,13,14.1
7,08:35,13,14.6
8,08:40,13,14.7
9,08:45,13,14.8
10,08:50,13,14.2
11,08:55,28,13.0
12,09:00,28,13.8
13,09:05,28,14.5
14,09:10,28,15.4
15,09:15,14,15.8
16,09:20,14,15.4
17,09:25,23,16.1
18,09:30,23,15.7
19,09:35,23,15.3
20,09:40,23,16.0
21,09:45,7,16.0
22,09:50,7,16.1
23,09:55,7,16.2
24,10:00,23,16.0
25,10:05,23,16.1
26,10:10,23,16.3
27,10:15,23,15.5
28,10:20,23,15.0
29,10:25,48,15.4
30,10:30,48,15.6
31,10:35,48,15.8
32,10:40,48,16.2
33,10:45,48,16.3
34,10:50,48,16.0
35,10:55,48,15.7
36,11:00,48,14.7
37,11:05,11,14.7
38,11:10,11,14.6
39,11:15,11,14.6
40,11:20,11,14.9
41,11:25,41,14.4
42,11:30,41,15.1
43,11:35,41,14.1
44,11:40,41,14.6
45,11:45,44,14.1
46,11:50,44,14.8
47,11:55,44,14.2
48,12:00,44,14.7
49,12:05,44,14.2
50,12:10,44,14.3
51,12:15,44,13.7
52,12:20,44,13.0
53,12:25,44,12.7
54,12:30,44,11.1
55,12:35,35,11.8
56,12:40,35,11.2
57,12:45,35,11.4
58,12:50,35,12.2
59,12:55,35,12.2
60,13:00,35,12.2
61,13:05,35,12.3
62,13:10,35,11.8
63,13:15,35,11.8
64,13:20,25,11.9
65,13:25,25,12.4
66,13:30,25,12.1
67,13:35,25,11.9
68,13:40,25,12.0
69,13:45,25,12.1
70,13:50,25,12.4
71,13:55,25,12.6
72,14:00,25,11.4
73,14:05,25,10.6
74,14:10,10,10.6
75,14:15,10,10.6
76,14:20,10,11.1
77,14:25,33,11.7
78,14:30,33,11.4
79,14:35,33,10.8
80,14:40,33,11.4
81,14:45,39,11.0
82,14:50,39,10.5
83,14:55,39,10.5
84,15:00,39,10.8
85,15:05,33,11.2
86,15:10,33,10.6
87,15:15,33,10.9
88,15:20,33,12.1
89,15:25,6,12.0
90,15:30,6,12.8
91,15:35,6,12.6
92,15:40,6,12.6
93,15:45,6,13.1
94,15:50,6,13.3
95,15:55,6,12.9
96,16:00,6,13.0
97,16:05,24,12.7
98,16:10,24,12.7
99,16:15,24,12.3
100,16:20,24,11.9
101,16:25,24,11.6
102,16:30,35,12.0
103,16:35,35,12.4
104,16:40,35,13.1
105,16:45,35,13.2
106,16:50,35,13.1
107,16:55,35,13.8
108,17:00,35,13.4
109,17:05,35,13.9
110,17:10,46,14.1
111,17:15,46,14.8
112,17:20,46,14.7
113,17:25,46,14.5
114,17:30,46,14.5
115,17:35,46,14.6
116,17:40,46,14.3
117,17:45,42,14.4
118,17:50,42,15.0
119,17:55,42,15.3
120,18:00,42,15.9
