step,time,#people,temp_out
0,08:00,26,27.8
1,08:05,26,28.1
2,08:10,26,27.9
3,08:15,26,27.3
4,08:20,2,27.4
5,08:25,2,27.7
6,08:30,2,28.0
7,08:35,2,28.7
8,08:40,2,28.3
9,08:45,2,28.0
10,08:50,2,27.0
11,08:55,2,27.3
12,09:00,2,28.6
13,09:05,2,28.6
14,09:10,34,28.4
15,09:15,34,28.2
16,09:20,34,28.2
17,09:25,34,28.1
18,09:30,34,28.6
19,09:35,34,28.0
20,09:40,34,28.5
21,09:45,34,29.8
22,09:50,21,30.2
23,09:55,21,30.0
24,10:00,21,30.4
25,10:05,21,30.1
26,10:10,8,30.2
27,10:15,8,30.5
28,10:20,8,29.8
29,10:25,8,30.4
30,10:30,8,30.4
31,10:35,8,30.5
32,10:40,8,29.9
33,10:45,8,31.0
34,10:50,44,31.8
35,10:55,44,31.7
36,11:00,44,31.6
37,11:05,44,31.1
38,11:10,44,32.2
39,11:15,44,32.4
40,11:20,44,32.6
41,11:25,44,32.4
42,11:30,1,32.1
43,11:35,1,31.5
44,11:40,1,31.8
45,11:45,1,31.1
46,11:50,1,31.3
47,11:55,1,31.5
48,12:00,1,31.7
49,12:05,1,31.7
50,12:10,1,31.2
51,12:15,47,30.4
52,12:20,47,29.5
53,12:25,47,29.6
54,12:30,47,30.1
55,12:35,47,29.1
56,12:40,47,28.7
57,12:45,47,28.9
58,12:50,47,28.2
59,12:55,47,29.2
60,13:00,18,29.5
61,13:05,18,28.4
62,13:10,18,28.1
63,13:15,18,27.7
64,13:20,18,27.5
65,13:25,18,27.0
66,13:30,11,26.9
67,13:35,11,27.8
68,13:40,11,27.1
69,13:45,15,27.6
70,13:50,15,27.5
71,13:55,15,27.1
72,14:00,15,26.0
73,14:05,15,26.6
74,14:10,15,26.0
75,14:15,15,25.8
76,14:20,15,25.4
77,14:25,15,26.0
78,14:30,15,25.8
79,14:35,17,25.7
80,14:40,17,25.9
81,14:45,17,26.4
82,14:50,47,27.4
83,14:55,47,28.3
84,15:00,47,27.2
85,15:05,47,27.2
86,15:10,47,28.3
87,15:15,3,28.3
88,15:20,3,27.5
89,15:25,3,28.1
90,15:30,3,28.3
91,15:35,3,28.6
92,15:40,3,29.0
93,15:45,3,29.1
94,15:50,3,28.8
95,15:55,11,28.5
96,16:00,11,28.0
97,16:05,11,27.8
98,16:10,11,27.4
99,16:15,11,27.1
100,16:20,3,27.9
101,16:25,3,27.8
102,16:30,3,27.8
103,16:35,3,28.2
104,16:40,3,27.9
105,16:45,3,27.9
106,16:50,3,28.4
107,16:55,18,27.9
108,17:00,18,27.7
109,17:05,18,27.5
110,17:10,18,27.0
111,17:15,18,28.3
112,17:20,18,28.2
113,17:25,29,29.1
114,17:30,29,28.8
115,17:35,27,28.6
116,17:40,27,28.7
117,17:45,27,28.9
118,17:50,27,28.8
119,17:55,11,29.1
120,18:00,11,29.0
