step,time,#people,temp_out
0,08:00,43,8.9
1,08:05,43,8.3
2,08:10,43,8.5
3,08:15,28,7.6
4,08:20,28,8.4
5,08:25,28,8.1
6,08:30,28,7.2
7,08:35,28,6.8
8,08:40,28,7.8
9,08:45,47,7.7
10,08:50,47,7.7
11,08:55,47,8.1
12,09:00,47,8.0
13,09:05,47,8.8
14,09:10,40,9.2
15,09:15,40,9.0
16,09:20,40,9.2
17,09:25,40,9.7
18,09:30,40,10.4
19,09:35,40,10.7
20,09:40,40,10.3
21,09:45,40,9.6
22,09:50,14,9.8
23,09:55,14,9.3
24,10:00,14,9.3
25,10:05,14,9.9
26,10:10,14,10.5
27,10:15,36,10.8
28,10:20,36,11.1
29,10:25,36,11.9
30,10:30,36,11.7
31,10:35,36,12.0
32,10:40,36,11.4
33,10:45,36,11.3
34,10:50,36,10.3
35,10:55,46,10.4
36,11:00,46,10.7
37,11:05,46,11.4
38,11:10,46,11.2
39,11:15,46,11.1
40,11:20,39,10.8
41,11:25,39,11.5
42,11:30,39,11.8
43,11:35,39,11.0
44,11:40,39,10.1
45,11:45,39,9.9
46,11:50,39,10.0
47,11:55,48,9.6
48,12:00,48,9.5
49,12:05,48,8.7
50,12:10,48,8.2
51,12:15,48,7.4
52,12:20,48,7.3
53,12:25,48,7.6
54,12:30,48,8.1
55,12:35,13,8.4
56,12:40,13,6.9
57,12:45,13,7.1
58,12:50,13,7.5
59,12:55,13,7.7
60,13:00,13,7.7
61,13:05,13,7.2
62,13:10,13,7.3
63,13:15,36,7.1
64,13:20,36,7.5
65,13:25,27,6.8
66,13:30,27,7.2
67,13:35,27,7.1
68,13:40,27,7.8
69,13:45,27,9.3
70,13:50,27,9.2
71,13:55,27,9.5
72,14:00,27,9.7
73,14:05,27,9.5
74,14:10,27,9.4
75,14:15,6,9.8
76,14:20,6,9.5
77,14:25,6,10.0
78,14:30,6,10.4
79,14:35,6,10.3
80,14:40,9,9.4
81,14:45,9,9.3
82,14:50,9,8.8
83,14:55,9,9.3
84,15:00,9,9.7
85,15:05,9,9.6
86,15:10,9,9.2
87,15:15,36,9.3
88,15:20,36,8.9
89,15:25,36,9.0
90,15:30,36,9.5
91,15:35,36,9.4
92,15:40,36,8.7
93,15:45,28,9.7
94,15:50,28,9.7
95,15:55,28,9.4
96,16:00,46,10.2
97,16:05,46,10.0
98,16:10,46,10.2
99,16:15,46,10.2
100,16:20,46,10.4
101,16:25,46,10.1
102,16:30,46,10.2
103,16:35,46,10.4
104,16:40,46,10.6
105,16:45,46,10.9
106,16:50,40,10.9
107,16:55,40,10.8
108,17:00,12,10.5
109,17:05,12,10.5
110,17:10,6,10.3
111,17:15,6,10.0
112,17:20,6,9.7
113,17:25,6,8.8
114,17:30,6,8.0
115,17:35,6,7.3
116,17:40,6,7.3
117,17:45,6,7.9
118,17:50,45,8.2
119,17:55,45,8.4
120,18:00,45,8.8
