step,time,#people,temp_out
0,08:00,47,15.6
1,08:05,47,15.5
2,08:10,9,15.8
3,08:15,9,16.6
4,08:20,9,17.1
5,08:25,9,17.2
6,08:30,9,16.2
7,08:35,9,16.0
8,08:40,9,15.8
9,08:45,9,16.6
10,08:50,9,16.2
11,08:55,9,16.3
12,09:00,9,16.2
13,09:05,9,17.0
14,09:10,9,17.3
15,09:15,9,17.7
16,09:20,9,17.5
17,09:25,9,17.4
18,09:30,34,17.4
19,09:35,34,17.1
20,09:40,34,17.7
21,09:45,28,17.8
22,09:50,28,17.6
23,09:55,28,16.4
24,10:00,22,16.4
25,10:05,22,16.6
26,10:10,22,16.7
27,10:15,22,16.5
28,10:20,22,17.5
29,10:25,22,17.8
30,10:30,22,17.3
31,10:35,38,16.9
32,10:40,38,16.9
33,10:45,38,17.7
34,10:50,38,17.6
35,10:55,38,17.4
36,11:00,38,17.4
37,11:05,5,17.1
38,11:10,5,17.5
39,11:15,5,18.2
40,11:20,5,18.4
41,11:25,5,18.2
42,11:30,5,18.8
43,11:35,5,19.0
44,11:40,12,18.7
45,11:45,12,18.4
46,11:50,12,19.2
47,11:55,12,19.4
48,12:00,12,19.8
49,12:05,12,19.1
50,12:10,10,18.3
51,12:15,10,18.9
52,12:20,10,19.3
53,12:25,10,19.0
54,12:30,10,19.6
55,12:35,10,19.3
56,12:40,19,19.8
57,12:45,19,19.6
58,12:50,19,18.9
59,12:55,19,18.8
60,13:00,19,19.2
61,13:05,19,19.2
62,13:10,0,19.9
63,13:15,0,19.3
64,13:20,0,19.6
65,13:25,0,20.0
66,13:30,15,20.2
67,13:35,15,20.0
68,13:40,15,19.7
69,13:45,15,19.8
70,13:50,15,19.4
71,13:55,15,18.6
72,14:00,15,18.2
73,14:05,15,19.0
74,14:10,15,18.2
75,14:15,28,18.6
76,14:20,28,19.1
77,14:25,28,18.9
78,14:30,28,19.4
79,14:35,28,19.0
80,14:40,28,18.8
81,14:45,28,18.7
82,14:50,28,18.7
83,14:55,23,18.9
84,15:00,23,19.4
85,15:05,23,19.5
86,15:10,23,19.9
87,15:15,23,20.5
88,15:20,23,21.0
89,15:25,15,21.1
90,15:30,15,21.2
91,15:35,15,20.8
92,15:40,15,20.2
93,15:45,15,20.8
94,15:50,15,20.1
95,15:55,2,20.5
96,16:00,2,20.4
97,16:05,2,20.2
98,16:10,2,20.4
99,16:15,2,20.4
100,16:20,2,20.7
101,16:25,42,20.7
102,16:30,42,20.1
103,16:35,42,20.2
104,16:40,42,20.4
105,16:45,42,19.7
106,16:50,42,20.3
107,16:55,42,20.3
108,17:00,16,20.2
109,17:05,16,20.1
110,17:10,16,20.4
111,17:15,16,20.4
112,17:20,16,21.3
113,17:25,16,21.1
114,17:30,16,19.6
115,17:35,16,19.4
116,17:40,16,19.7
117,17:45,16,19.3
118,17:50,49,18.7
119,17:55,49,19.0
120,18:00,49,18.4
