step,time,#people,temp_out
0,08:00,25,24.8
1,08:05,25,24.6
2,08:10,25,25.8
3,08:15,25,25.5
4,08:20,25,24.7
5,08:25,12,24.3
6,08:30,12,24.0
7,08:35,12,23.2
8,08:40,12,23.3
9,08:45,12,22.6
10,08:50,12,22.3
11,08:55,12,22.3
12,09:00,12,22.7
13,09:05,40,22.1
14,09:10,40,21.8
15,09:15,40,22.0
16,09:20,40,21.1
17,09:25,40,21.5
18,09:30,40,21.2
19,09:35,36,21.1
20,09:40,36,20.8
21,09:45,36,20.6
22,09:50,36,20.0
23,09:55,36,19.0
24,10:00,36,19.0
25,10:05,36,19.7
26,10:10,36,19.6
27,10:15,36,20.2
28,10:20,36,20.9
29,10:25,18,20.6
30,10:30,18,19.7
31,10:35,18,20.5
32,10:40,18,20.0
33,10:45,47,19.8
34,10:50,47,19.4
35,10:55,47,19.1
36,11:00,30,18.2
37,11:05,30,18.8
38,11:10,45,18.9
39,11:15,45,18.1
40,11:20,45,19.0
41,11:25,45,18.6
42,11:30,41,18.4
43,11:35,41,18.7
44,11:40,41,17.6
45,11:45,41,18.3
46,11:50,41,18.3
47,11:55,41,18.8
48,12:00,21,17.4
49,12:05,21,17.6
50,12:10,21,17.7
51,12:15,40,17.8
52,12:20,40,18.1
53,12:25,40,17.2
54,12:30,40,17.5
55,12:35,40,17.5
56,12:40,40,17.9
57,12:45,40,19.1
58,12:50,40,19.3
59,12:55,40,19.1
60,13:00,43,18.7
61,13:05,43,18.9
62,13:10,43,18.6
63,13:15,43,18.4
64,13:20,43,19.6
65,13:25,43,19.0
66,13:30,43,18.7
67,13:35,43,18.8
68,13:40,43,18.6
69,13:45,43,17.9
70,13:50,3,17.7
71,13:55,3,17.9
72,14:00,3,18.2
73,14:05,3,19.0
74,14:10,3,19.2
75,14:15,31,19.2
76,14:20,31,19.5
77,14:25,39,20.6
78,14:30,39,21.0
79,14:35,39,20.6
80,14:40,39,20.4
81,14:45,39,19.8
82,14:50,39,20.4
83,14:55,39,20.5
84,15:00,39,20.6
85,15:05,24,19.5
86,15:10,24,18.8
87,15:15,24,18.1
88,15:20,24,17.6
89,15:25,24,17.8
90,15:30,6,17.8
91,15:35,6,17.5
92,15:40,6,17.5
93,15:45,6,17.7
94,15:50,6,18.1
95,15:55,6,17.2
96,16:00,6,18.2
97,16:05,6,18.2
98,16:10,13,18.7
99,16:15,13,18.6
100,16:20,13,18.5
101,16:25,13,18.6
102,16:30,13,17.9
103,16:35,46,17.5
104,16:40,46,17.2
105,16:45,3,17.9
106,16:50,3,17.3
107,16:55,3,17.0
108,17:00,3,16.7
109,17:05,3,17.0
110,17:10,29,16.6
111,17:15,29,16.4
112,17:20,29,15.7
113,17:25,29,16.4
114,17:30,29,16.6
115,17:35,29,17.4
116,17:40,29,17.8
117,17:45,29,17.3
118,17:50,22,17.3
119,17:55,22,17.5
120,18:00,22,17.4
