step,time,#people,temp_out
0,08:00,30,15.1
1,08:05,30,15.6
2,08:10,30,15.1
3,08:15,30,15.6
4,08:20,30,15.7
5,08:25,30,15.6
6,08:30,22,15.1
7,08:35,22,14.7
8,08:40,22,15.0
9,08:45,22,15.1
10,08:50,22,15.3
11,08:55,22,16.3
12,09:00,22,17.1
13,09:05,22,17.9
14,09:10,22,17.9
15,09:15,22,17.6
16,09:20,19,18.0
17,09:25,19,17.6
18,09:30,19,18.2
19,09:35,19,17.8
20,09:40,19,17.9
21,09:45,19,17.6
22,09:50,19,17.2
23,09:55,6,17.0
24,10:00,6,16.5
25,10:05,6,16.4
26,10:10,6,17.2
27,10:15,6,17.4
28,10:20,6,17.6
29,10:25,35,16.8
30,10:30,35,17.3
31,10:35,35,17.9
32,10:40,35,18.6
33,10:45,35,18.8
34,10:50,35,17.9
35,10:55,35,17.7
36,11:00,35,18.2
37,11:05,35,18.2
38,11:10,25,18.3
39,11:15,25,18.6
40,11:20,25,18.8
41,11:25,25,18.7
42,11:30,21,18.5
43,11:35,21,17.6
44,11:40,21,18.1
45,11:45,21,18.2
46,11:50,21,18.0
47,11:55,21,17.5
48,12:00,21,17.2
49,12:05,20,16.7
50,12:10,20,16.6
51,12:15,20,16.7
52,12:20,19,16.1
53,12:25,19,15.7
54,12:30,19,15.2
55,12:35,19,15.2
56,12:40,19,15.0
57,12:45,19,15.0
58,12:50,19,15.1
59,12:55,19,14.7
60,13:00,19,14.2
61,13:05,19,13.9
62,13:10,17,13.6
63,13:15,17,12.9
64,13:20,17,12.7
65,13:25,44,12.9
66,13:30,44,12.5
67,13:35,44,11.7
68,13:40,44,12.0
69,13:45,44,12.6
70,13:50,44,12.8
71,13:55,44,12.3
72,14:00,44,11.7
73,14:05,47,11.8
74,14:10,47,11.8
75,14:15,47,11.6
76,14:20,47,11.6
77,14:25,47,12.1
78,14:30,47,13.0
79,14:35,47,12.7
80,14:40,47,12.9
81,14:45,47,13.5
82,14:50,48,13.2
83,14:55,48,12.9
84,15:00,48,12.3
85,15:05,48,12.7
86,15:10,48,13.0
87,15:15,48,12.7
88,15:20,48,13.3
89,15:25,48,13.8
90,15:30,48,15.2
91,15:35,12,15.1
92,15:40,12,14.8
93,15:45,12,14.6
94,15:50,12,14.2
95,15:55,12,14.8
96,16:00,12,14.3
97,16:05,12,14.2
98,16:10,12,15.0
99,16:15,12,14.8
100,16:20,12,15.2
101,16:25,17,14.9
102,16:30,17,14.4
103,16:35,30,14.5
104,16:40,30,14.6
105,16:45,30,15.2
106,16:50,30,15.2
107,16:55,30,15.6
108,17:00,30,15.7
109,17:05,30,15.7
110,17:10,14,16.0
111,17:15,14,16.7
112,17:20,14,16.9
113,17:25,14,16.7
114,17:30,14,16.6
115,17:35,14,16.1
116,17:40,26,16.1
117,17:45,26,17.1
118,17:50,26,16.8
119,17:55,26,16.8
120,18:00,26,16.7
