step,time,#people,temp_out
0,08:00,18,29.0
1,08:05,18,28.3
2,08:10,18,29.0
3,08:15,18,28.8
4,08:20,45,28.7
5,08:25,45,28.3
6,08:30,45,28.9
7,08:35,45,28.4
8,08:40,45,28.3
9,08:45,34,29.4
10,08:50,34,29.0
11,08:55,34,28.5
12,09:00,34,28.6
13,09:05,34,28.4
14,09:10,34,29.5
15,09:15,34,29.7
16,09:20,34,29.8
17,09:25,34,30.3
18,09:30,34,29.5
19,09:35,36,30.6
20,09:40,36,30.6
21,09:45,36,31.3
22,09:50,36,31.9
23,09:55,36,31.7
24,10:00,36,31.9
25,10:05,36,31.6
26,10:10,0,31.8
27,10:15,0,32.2
28,10:20,0,31.2
29,10:25,0,31.6
30,10:30,0,32.0
31,10:35,0,32.3
32,10:40,0,32.5
33,10:45,4,32.2
34,10:50,4,32.3
35,10:55,4,32.7
36,11:00,4,32.5
37,11:05,4,32.7
38,11:10,4,33.2
39,11:15,4,33.5
40,11:20,4,33.1
41,11:25,4,33.1
42,11:30,14,32.8
43,11:35,14,32.4
44,11:40,14,32.3
45,11:45,14,32.5
46,11:50,14,33.4
47,11:55,14,33.4
48,12:00,14,33.3
49,12:05,14,33.2
50,12:10,42,33.5
51,12:15,42,33.0
52,12:20,42,32.9
53,12:25,42,33.1
54,12:30,42,32.8
55,12:35,42,32.7
56,12:40,42,33.0
57,12:45,42,32.5
58,12:50,42,33.4
59,12:55,4,33.3
60,13:00,4,33.9
61,13:05,4,35.1
62,13:10,4,35.1
63,13:15,4,34.9
64,13:20,4,35.1
65,13:25,7,35.4
66,13:30,7,35.8
67,13:35,7,35.5
68,13:40,7,35.0
69,13:45,7,35.0
70,13:50,7,34.4
71,13:55,7,35.0
72,14:00,7,34.4
73,14:05,7,35.0
74,14:10,3,35.3
75,14:15,3,35.0
76,14:20,3,34.7
77,14:25,3,34.2
78,14:30,3,34.6
79,14:35,49,34.6
80,14:40,49,34.5
81,14:45,49,33.6
82,14:50,49,33.3
83,14:55,49,33.6
84,15:00,49,34.0
85,15:05,48,34.4
86,15:10,48,33.9
87,15:15,48,33.6
88,15:20,48,33.7
89,15:25,48,34.1
90,15:30,48,33.9
91,15:35,48,35.1
92,15:40,48,34.8
93,15:45,48,34.3
94,15:50,48,35.0
95,15:55,37,34.8
96,16:00,37,34.4
97,16:05,37,34.2
98,16:10,37,34.4
99,16:15,37,34.1
100,16:20,49,35.1
101,16:25,49,34.1
102,16:30,49,34.5
103,16:35,49,34.7
104,16:40,49,34.2
105,16:45,49,34.6
106,16:50,49,34.5
107,16:55,49,34.1
108,17:00,49,33.1
109,17:05,26,33.7
110,17:10,26,33.5
111,17:15,26,33.7
112,17:20,26,33.5
113,17:25,26,34.0
114,17:30,26,34.4
115,17:35,15,35.0
116,17:40,15,35.5
117,17:45,15,34.8
118,17:50,15,35.5
119,17:55,26,35.1
120,18:00,26,34.7
