step,time,#people,temp_out
0,08:00,28,17.0
1,08:05,28,17.6
2,08:10,28,16.4
3,08:15,28,16.1
4,08:20,28,15.9
5,08:25,28,16.0
6,08:30,28,16.9
7,08:35,28,17.6
8,08:40,28,17.4
9,08:45,16,17.5
10,08:50,16,18.1
11,08:55,33,18.9
12,09:00,33,18.4
13,09:05,33,18.1
14,09:10,33,18.0
15,09:15,33,18.5
16,09:20,33,18.3
17,09:25,33,18.9
18,09:30,33,18.7
19,09:35,5,18.2
20,09:40,5,17.2
21,09:45,16,17.4
22,09:50,16,17.4
23,09:55,16,18.1
24,10:00,16,17.5
25,10:05,16,17.4
26,10:10,16,16.5
27,10:15,16,16.2
28,10:20,16,15.9
29,10:25,6,14.2
30,10:30,6,14.1
31,10:35,6,14.3
32,10:40,6,14.5
33,10:45,6,14.2
34,10:50,28,13.8
35,10:55,28,13.6
36,11:00,28,14.8
37,11:05,28,15.1
38,11:10,28,14.9
39,11:15,28,15.2
40,11:20,28,15.2
41,11:25,48,15.4
42,11:30,48,15.9
43,11:35,48,15.2
44,11:40,40,15.3
45,11:45,40,16.3
46,11:50,40,16.0
47,11:55,40,16.6
48,12:00,40,17.1
49,12:05,40,16.7
50,12:10,20,16.0
51,12:15,20,15.1
52,12:20,20,14.5
53,12:25,20,14.2
54,12:30,20,14.6
55,12:35,20,13.9
56,12:40,20,13.3
57,12:45,28,12.7
58,12:50,28,12.1
59,12:55,28,12.1
60,13:00,28,11.9
61,13:05,28,11.5
62,13:10,28,10.9
63,13:15,28,11.1
64,13:20,46,11.4
65,13:25,46,11.7
66,13:30,46,11.9
67,13:35,46,11.1
68,13:40,13,11.7
69,13:45,13,11.9
70,13:50,13,12.1
71,13:55,13,13.0
72,14:00,5,13.2
73,14:05,5,12.3
74,14:10,5,12.3
75,14:15,5,12.4
76,14:20,9,12.7
77,14:25,9,12.2
78,14:30,9,12.0
79,14:35,9,12.3
80,14:40,9,12.4
81,14:45,9,12.4
82,14:50,9,11.5
83,14:55,9,12.6
84,15:00,3,12.8
85,15:05,3,12.2
86,15:10,3,11.9
87,15:15,3,12.0
88,15:20,3,12.2
89,15:25,3,12.5
90,15:30,29,11.4
91,15:35,29,10.5
92,15:40,29,10.6
93,15:45,29,10.5
94,15:50,29,11.0
95,15:55,29,11.2
96,16:00,29,11.4
97,16:05,29,10.6
98,16:10,29,11.2
99,16:15,20,10.8
100,16:20,20,10.8
101,16:25,20,11.6
102,16:30,39,11.3
103,16:35,39,12.2
104,16:40,39,11.6
105,16:45,39,11.8
106,16:50,39,12.5
107,16:55,39,12.2
108,17:00,22,12.6
109,17:05,22,12.7
110,17:10,22,12.6
111,17:15,22,12.5
112,17:20,22,12.6
113,17:25,22,12.4
114,17:30,22,12.5
115,17:35,22,12.3
116,17:40,22,12.3
117,17:45,22,11.8
118,17:50,36,11.4
119,17:55,36,11.9
120,18:00,36,12.3
