step,time,#people,temp_out
0,08:00,33,27.3
1,08:05,33,27.6
2,08:10,33,27.2
3,08:15,27,27.5
4,08:20,27,27.6
5,08:25,0,27.8
6,08:30,0,28.1
7,08:35,0,28.4
8,08:40,0,28.8
9,08:45,0,28.9
10,08:50,0,28.8
11,08:55,10,28.4
12,09:00,10,28.4
13,09:05,10,28.3
14,09:10,10,27.7
15,09:15,10,26.8
16,09:20,10,26.7
17,09:25,10,27.6
18,09:30,38,27.5
19,09:35,38,26.4
20,09:40,38,26.8
21,09:45,38,27.0
22,09:50,48,26.8
23,09:55,48,26.9
24,10:00,48,27.0
25,10:05,48,26.9
26,10:10,48,26.5
27,10:15,48,26.6
28,10:20,48,26.4
29,10:25,48,26.2
30,10:30,48,26.1
31,10:35,2,26.6
32,10:40,2,26.9
33,10:45,2,27.9
34,10:50,2,27.7
35,10:55,2,27.9
36,11:00,2,27.9
37,11:05,2,27.1
38,11:10,20,26.6
39,11:15,20,25.6
40,11:20,20,25.3
41,11:25,20,25.5
42,11:30,39,26.4
43,11:35,39,26.2
44,11:40,39,26.6
45,11:45,39,27.2
46,11:50,39,27.0
47,11:55,39,26.6
48,12:00,39,25.9
49,12:05,23,25.8
50,12:10,23,25.6
51,12:15,23,24.9
52,12:20,23,24.7
53,12:25,23,25.0
54,12:30,25,24.7
55,12:35,25,24.8
56,12:40,25,24.6
57,12:45,25,24.4
58,12:50,25,24.9
59,12:55,25,25.4
60,13:00,16,24.9
61,13:05,16,25.6
62,13:10,16,26.2
63,13:15,0,26.3
64,13:20,0,25.6
65,13:25,0,25.7
66,13:30,0,25.4
67,13:35,0,24.3
68,13:40,0,24.0
69,13:45,0,25.1
70,13:50,0,25.7
71,13:55,0,26.1
72,14:00,0,26.8
73,14:05,8,27.4
74,14:10,8,27.0
75,14:15,8,27.4
76,14:20,8,27.0
77,14:25,8,27.2
78,14:30,36,26.7
79,14:35,36,26.8
80,14:40,36,27.0
81,14:45,36,26.6
82,14:50,36,26.4
83,14:55,36,26.7
84,15:00,36,26.8
85,15:05,36,26.5
86,15:10,36,26.9
87,15:15,36,27.0
88,15:20,26,27.5
89,15:25,26,27.2
90,15:30,26,28.0
91,15:35,26,27.7
92,15:40,26,27.9
93,15:45,29,27.6
94,15:50,29,26.9
95,15:55,29,27.5
96,16:00,29,27.0
97,16:05,29,27.2
98,16:10,29,27.0
99,16:15,29,27.2
100,16:20,29,27.8
101,16:25,29,28.0
102,16:30,29,28.7
103,16:35,7,28.4
104,16:40,7,28.2
105,16:45,7,27.7
106,16:50,7,27.8
107,16:55,49,28.4
108,17:00,49,28.4
109,17:05,49,28.5
110,17:10,49,28.9
111,17:15,49,29.1
112,17:20,49,29.2
113,17:25,47,29.0
114,17:30,47,28.5
115,17:35,47,27.7
116,17:40,47,28.7
117,17:45,47,28.2
118,17:50,47,28.7
119,17:55,27,28.9
120,18:00,27,28.4
