step,time,#people,temp_out
0,08:00,17,2.4
1,08:05,17,1.3
2,08:10,17,0.8
3,08:15,17,0.9
4,08:20,17,1.5
5,08:25,17,1.3
6,08:30,34,2.3
7,08:35,34,2.6
8,08:40,34,2.7
9,08:45,26,2.6
10,08:50,26,2.3
11,08:55,26,2.2
12,09:00,26,2.0
13,09:05,26,2.3
14,09:10,20,2.8
15,09:15,20,3.0
16,09:20,20,2.4
17,09:25,20,2.1
18,09:30,20,1.7
19,09:35,20,1.6
20,09:40,20,2.4
21,09:45,20,1.5
22,09:50,43,0.9
23,09:55,43,0.0
24,10:00,43,-0.4
25,10:05,43,-0.7
26,10:10,43,-1.3
27,10:15,43,-1.0
28,10:20,43,-1.0
29,10:25,43,-1.7
30,10:30,43,-1.6
31,10:35,7,-1.9
32,10:40,7,-1.9
33,10:45,7,-1.3
34,10:50,7,-1.3
35,10:55,7,-1.6
36,11:00,7,-1.6
37,11:05,34,-1.4
38,11:10,34,-1.5
39,11:15,34,-1.2
40,11:20,34,-1.3
41,11:25,34,-1.0
42,11:30,34,-0.8
43,11:35,34,-0.7
44,11:40,34,-0.4
45,11:45,34,-0.4
46,11:50,34,-0.5
47,11:55,16,-0.5
48,12:00,16,-0.3
49,12:05,16,-1.0
50,12:10,22,-0.9
51,12:15,22,-0.0
52,12:20,22,0.3
53,12:25,22,0.0
54,12:30,22,0.6
55,12:35,22,1.4
56,12:40,22,1.6
57,12:45,22,1.2
58,12:50,22,0.8
59,12:55,22,0.1
60,13:00,13,-0.2
61,13:05,13,0.0
62,13:10,13,-0.6
63,13:15,13,-0.9
64,13:20,13,0.5
65,13:25,13,0.9
66,13:30,13,0.5
67,13:35,13,0.4
68,13:40,13,1.0
69,13:45,13,1.1
70,13:50,9,1.1
71,13:55,9,0.8
72,14:00,9,0.5
73,14:05,9,0.4
74,14:10,9,0.6
75,14:15,35,0.5
76,14:20,35,0.6
77,14:25,35,0.9
78,14:30,35,1.6
79,14:35,35,1.4
80,14:40,35,0.7
81,14:45,35,1.1
82,14:50,9,0.9
83,14:55,9,1.0
84,15:00,9,0.1
85,15:05,9,0.3
86,15:10,9,0.5
87,15:15,9,1.1
88,15:20,47,0.8
89,15:25,47,1.3
90,15:30,47,1.0
91,15:35,47,0.6
92,15:40,47,1.3
93,15:45,47,2.2
94,15:50,3,2.5
95,15:55,3,3.4
96,16:00,3,3.8
97,16:05,3,4.5
98,16:10,3,4.7
99,16:15,3,5.0
100,16:20,3,5.5
101,16:25,3,5.6
102,16:30,3,5.9
103,16:35,26,6.6
104,16:40,26,5.7
105,16:45,26,6.2
106,16:50,26,4.9
107,16:55,26,5.2
108,17:00,26,5.4
109,17:05,26,5.5
110,17:10,38,5.9
111,17:15,38,6.2
112,17:20,38,6.1
113,17:25,38,5.9
114,17:30,38,5.9
115,17:35,38,5.5
116,17:40,38,5.9
117,17:45,4,5.9
118,17:50,4,5.3
119,17:55,14,6.4
120,18:00,14,6.7
