step,time,#people,temp_out
0,08:00,48,-3.2
1,08:05,48,-3.9
2,08:10,48,-4.4
3,08:15,48,-5.0
4,08:20,48,-4.9
5,08:25,48,-5.0
6,08:30,48,-5.0
7,08:35,48,-4.8
8,08:40,48,-4.2
9,08:45,15,-3.9
10,08:50,15,-3.6
11,08:55,15,-3.6
12,09:00,15,-3.0
13,09:05,15,-2.4
14,09:10,15,-2.0
15,09:15,15,-2.6
16,09:20,29,-2.8
17,09:25,29,-2.8
18,09:30,29,-3.5
19,09:35,29,-3.0
20,09:40,29,-3.2
21,09:45,29,-3.6
22,09:50,18,-2.7
23,09:55,18,-3.3
24,10:00,18,-3.2
25,10:05,18,-3.3
26,10:10,18,-4.3
27,10:15,30,-4.1
28,10:20,30,-3.9
29,10:25,30,-3.9
30,10:30,30,-3.5
31,10:35,10,-2.8
32,10:40,10,-2.4
33,10:45,10,-3.5
34,10:50,10,-3.8
35,10:55,10,-4.1
36,11:00,10,-4.1
37,11:05,10,-4.0
38,11:10,19,-4.1
39,11:15,19,-4.4
40,11:20,19,-3.6
41,11:25,19,-3.0
42,11:30,19,-2.6
43,11:35,0,-2.1
44,11:40,0,-2.3
45,11:45,0,-2.6
46,11:50,0,-2.9
47,11:55,0,-3.4
48,12:00,0,-4.0
49,12:05,0,-3.3
50,12:10,0,-3.3
51,12:15,4,-3.5
52,12:20,4,-3.0
53,12:25,4,-2.7
54,12:30,4,-2.8
55,12:35,4,-3.4
56,12:40,4,-3.9
57,12:45,4,-3.6
58,12:50,4,-3.3
59,12:55,4,-3.9
60,13:00,4,-3.6
61,13:05,19,-3.4
62,13:10,19,-3.0
63,13:15,19,-3.0
64,13:20,19,-3.7
65,13:25,41,-3.3
66,13:30,41,-2.9
67,13:35,41,-2.2
68,13:40,41,-2.1
69,13:45,41,-2.0
70,13:50,41,-1.5
71,13:55,41,-1.1
72,14:00,41,-0.7
73,14:05,43,-0.5
74,14:10,43,-1.3
75,14:15,43,-0.8
76,14:20,43,-0.8
77,14:25,34,-0.9
78,14:30,34,-0.9
79,14:35,3,-1.2
80,14:40,3,-0.4
81,14:45,3,-1.7
82,14:50,3,-2.2
83,14:55,3,-1.6
84,15:00,3,-1.5
85,15:05,3,-2.1
86,15:10,48,-1.6
87,15:15,48,-1.4
88,15:20,48,-1.3
89,15:25,48,-1.7
90,15:30,48,-0.7
91,15:35,48,0.4
92,15:40,48,0.5
93,15:45,48,0.3
94,15:50,27,0.8
95,15:55,27,1.1
96,16:00,27,1.7
97,16:05,27,1.8
98,16:10,27,2.4
99,16:15,27,2.5
100,16:20,27,3.4
101,16:25,37,3.1
102,16:30,37,3.0
103,16:35,37,3.4
104,16:40,37,3.4
105,16:45,37,3.5
106,16:50,9,2.6
107,16:55,9,2.7
108,17:00,9,2.1
109,17:05,9,2.5
110,17:10,9,2.2
111,17:15,9,1.9
112,17:20,9,1.6
113,17:25,31,2.1
114,17:30,31,1.7
115,17:35,31,1.5
116,17:40,31,1.5
117,17:45,48,0.9
118,17:50,48,0.9
119,17:55,48,0.9
120,18:00,48,0.6
