step,time,#people,temp_out
0,08:00,46,1.4
1,08:05,46,1.1
2,08:10,46,1.0
3,08:15,46,0.7
4,08:20,9,1.1
5,08:25,9,1.1
6,08:30,9,1.2
7,08:35,9,1.1
8,08:40,23,2.1
9,08:45,23,2.2
10,08:50,23,1.9
11,08:55,23,1.2
12,09:00,16,1.1
13,09:05,16,1.1
14,09:10,16,1.5
15,09:15,16,1.4
16,09:20,16,1.1
17,09:25,16,1.5
18,09:30,16,1.9
19,09:35,16,1.8
20,09:40,14,1.1
21,09:45,14,1.4
22,09:50,14,1.7
23,09:55,14,2.3
24,10:00,14,2.9
25,10:05,14,3.1
26,10:10,9,3.2
27,10:15,9,3.4
28,10:20,9,2.9
29,10:25,9,3.1
30,10:30,9,3.0
31,10:35,9,3.3
32,10:40,9,4.2
33,10:45,7,3.9
34,10:50,7,3.3
35,10:55,7,3.8
36,11:00,7,3.5
37,11:05,18,3.9
38,11:10,18,5.2
39,11:15,18,5.8
40,11:20,18,5.8
41,11:25,18,5.2
42,11:30,18,5.0
43,11:35,18,3.8
44,11:40,18,3.5
45,11:45,18,3.2
46,11:50,18,2.7
47,11:55,47,1.7
48,12:00,47,1.5
49,12:05,47,1.2
50,12:10,49,2.5
51,12:15,49,2.4
52,12:20,49,3.0
53,12:25,49,2.8
54,12:30,49,3.1
55,12:35,49,2.6
56,12:40,49,3.7
57,12:45,49,4.1
58,12:50,49,4.5
59,12:55,18,4.3
60,13:00,18,4.0
61,13:05,18,3.9
62,13:10,18,3.1
63,13:15,18,2.8
64,13:20,31,2.6
65,13:25,31,3.0
66,13:30,31,3.1
67,13:35,31,3.2
68,13:40,31,3.1
69,13:45,31,2.9
70,13:50,31,2.8
71,13:55,15,3.4
72,14:00,15,4.1
73,14:05,33,5.5
74,14:10,33,6.0
75,14:15,33,6.3
76,14:20,33,6.9
77,14:25,33,6.8
78,14:30,33,6.7
79,14:35,17,7.9
80,14:40,17,7.9
81,14:45,17,8.5
82,14:50,17,9.0
83,14:55,17,8.9
84,15:00,17,8.9
85,15:05,17,9.2
86,15:10,17,8.3
87,15:15,17,8.8
88,15:20,17,9.2
89,15:25,46,9.1
90,15:30,46,9.4
91,15:35,46,9.4
92,15:40,46,9.3
93,15:45,46,8.8
94,15:50,46,9.3
95,15:55,46,9.9
96,16:00,49,9.5
97,16:05,49,10.1
98,16:10,49,9.6
99,16:15,49,9.6
100,16:20,49,9.7
101,16:25,49,9.6
102,16:30,49,9.7
103,16:35,49,9.1
104,16:40,49,9.8
105,16:45,49,9.1
106,16:50,18,9.2
107,16:55,18,9.6
108,17:00,13,9.5
109,17:05,13,9.4
110,17:10,13,9.5
111,17:15,13,10.3
112,17:20,13,10.5
113,17:25,13,11.3
114,17:30,15,11.7
115,17:35,15,11.5
116,17:40,15,11.5
117,17:45,15,11.5
118,17:50,15,11.5
119,17:55,15,10.7
120,18:00,15,10.6
