step,time,#people,temp_out
0,08:00,22,5.5
1,08:05,22,5.8
2,08:10,22,6.5
3,08:15,22,6.5
4,08:20,22,6.6
5,08:25,42,6.4
6,08:30,42,5.5
7,08:35,42,5.4
8,08:40,42,5.4
9,08:45,42,6.2
10,08:50,42,6.4
11,08:55,15,6.2
12,09:00,15,6.2
13,09:05,15,6.3
14,09:10,15,6.3
15,09:15,15,5.4
16,09:20,15,5.4
17,09:25,15,5.2
18,09:30,45,5.4
19,09:35,45,5.9
20,09:40,45,6.9
21,09:45,45,7.3
22,09:50,45,7.4
23,09:55,42,7.6
24,10:00,42,8.4
25,10:05,42,8.2
26,10:10,42,7.9
27,10:15,42,8.3
28,10:20,42,7.7
29,10:25,42,7.5
30,10:30,42,7.5
31,10:35,19,7.5
32,10:40,19,7.4
33,10:45,19,7.7
34,10:50,19,7.8
35,10:55,19,8.3
36,11:00,19,8.5
37,11:05,5,8.6
38,11:10,5,8.2
39,11:15,37,7.8
40,11:20,37,7.7
41,11:25,40,6.2
42,11:30,40,6.6
43,11:35,40,7.0
44,11:40,40,6.6
45,11:45,40,5.9
46,11:50,16,6.3
47,11:55,16,6.4
48,12:00,16,5.4
49,12:05,13,6.2
50,12:10,13,6.7
51,12:15,13,6.7
52,12:20,13,5.6
53,12:25,13,5.8
54,12:30,13,5.4
55,12:35,13,5.5
56,12:40,30,5.5
57,12:45,30,4.7
58,12:50,30,4.2
59,12:55,30,4.2
60,13:00,30,3.6
61,13:05,22,3.5
62,13:10,22,3.2
63,13:15,22,3.3
64,13:20,6,2.8
65,13:25,6,1.4
66,13:30,6,1.3
67,13:35,18,1.1
68,13:40,18,1.1
69,13:45,18,1.9
70,13:50,25,1.7
71,13:55,25,1.7
72,14:00,25,0.8
73,14:05,25,1.0
74,14:10,25,1.2
75,14:15,25,0.8
76,14:20,4,0.4
77,14:25,4,0.8
78,14:30,4,-0.1
79,14:35,4,0.4
80,14:40,19,0.3
81,14:45,19,0.0
82,14:50,19,-0.5
83,14:55,19,-0.3
84,15:00,19,-0.4
85,15:05,19,-0.5
86,15:10,19,-0.1
87,15:15,19,-0.7
88,15:20,19,-1.4
89,15:25,19,-1.1
90,15:30,48,-1.2
91,15:35,48,-0.8
92,15:40,48,-1.2
93,15:45,48,-0.9
94,15:50,48,-1.3
95,15:55,48,-1.7
96,16:00,48,-1.7
97,16:05,48,-2.3
98,16:10,48,-2.1
99,16:15,48,-2.3
100,16:20,1,-2.4
101,16:25,1,-2.3
102,16:30,1,-2.6
103,16:35,22,-2.1
104,16:40,22,-1.9
105,16:45,22,-1.4
106,16:50,22,-1.5
107,16:55,22,-1.8
108,17:00,22,-2.6
109,17:05,22,-2.1
110,17:10,22,-2.5
111,17:15,22,-2.6
112,17:20,14,-2.6
113,17:25,14,-2.9
114,17:30,14,-2.7
115,17:35,14,-2.9
116,17:40,14,-2.7
117,17:45,14,-3.0
118,17:50,14,-3.5
119,17:55,15,-4.4
120,18:00,15,-4.8
