step,time,#people,temp_out
0,08:00,49,2.2
1,08:05,24,3.1
2,08:10,24,3.8
3,08:15,24,3.5
4,08:20,24,4.2
5,08:25,24,4.4
6,08:30,24,4.3
7,08:35,24,4.0
8,08:40,24,3.9
9,08:45,24,4.9
10,08:50,24,4.5
11,08:55,32,4.4
12,09:00,32,3.9
13,09:05,12,3.8
14,09:10,12,3.7
15,09:15,12,2.5
16,09:20,12,2.4
17,09:25,48,2.0
18,09:30,48,2.1
19,09:35,48,2.6
20,09:40,48,3.3
21,09:45,48,3.6
22,09:50,48,3.7
23,09:55,48,4.2
24,10:00,48,3.2
25,10:05,48,4.1
26,10:10,48,4.2
27,10:15,41,4.7
28,10:20,41,4.6
29,10:25,41,3.6
30,10:30,35,4.4
31,10:35,35,4.5
32,10:40,35,4.9
33,10:45,15,4.5
34,10:50,15,4.4
35,10:55,15,4.4
36,11:00,15,4.0
37,11:05,15,3.6
38,11:10,15,2.9
39,11:15,15,3.7
40,11:20,15,4.0
41,11:25,15,4.0
42,11:30,48,4.2
43,11:35,48,4.6
44,11:40,48,4.4
45,11:45,48,4.5
46,11:50,48,4.8
47,11:55,48,4.3
48,12:00,48,4.2
49,12:05,48,4.2
50,12:10,48,3.6
51,12:15,48,3.0
52,12:20,22,3.0
53,12:25,22,2.4
54,12:30,22,0.9
55,12:35,22,1.5
56,12:40,20,2.4
57,12:45,20,2.2
58,12:50,20,2.1
59,12:55,0,2.7
60,13:00,0,2.3
61,13:05,0,2.0
62,13:10,0,2.6
63,13:15,0,2.2
64,13:20,0,2.0
65,13:25,0,2.5
66,13:30,0,2.4
67,13:35,0,2.6
68,13:40,0,2.1
69,13:45,0,2.5
70,13:50,0,2.3
71,13:55,0,3.1
72,14:00,26,3.0
73,14:05,26,2.3
74,14:10,26,2.2
75,14:15,26,2.6
76,14:20,26,2.4
77,14:25,36,1.6
78,14:30,36,1.1
79,14:35,36,1.6
80,14:40,36,2.5
81,14:45,36,2.2
82,14:50,36,1.9
83,14:55,3,2.3
84,15:00,3,2.9
85,15:05,3,2.3
86,15:10,3,1.7
87,15:15,3,1.8
88,15:20,3,2.7
89,15:25,3,2.6
90,15:30,3,2.8
91,15:35,3,1.6
92,15:40,45,1.4
93,15:45,45,1.7
94,15:50,45,2.0
95,15:55,34,1.7
96,16:00,34,1.6
97,16:05,34,2.4
98,16:10,34,2.5
99,16:15,16,2.6
100,16:20,16,2.6
101,16:25,16,2.1
102,16:30,16,2.3
103,16:35,16,2.2
104,16:40,16,2.1
105,16:45,16,1.6
106,16:50,16,0.9
107,16:55,16,1.2
108,17:00,31,1.1
109,17:05,31,1.5
110,17:10,31,0.5
111,17:15,31,1.4
112,17:20,31,1.1
113,17:25,31,1.1
114,17:30,31,0.6
115,17:35,31,0.7
116,17:40,14,0.7
117,17:45,14,0.1
118,17:50,14,0.7
119,17:55,14,0.5
120,18:00,14,-0.1
