step,time,#people,temp_out
0,08:00,17,22.3
1,08:05,17,22.3
2,08:10,17,22.6
3,08:15,17,22.6
4,08:20,17,22.7
5,08:25,17,23.2
6,08:30,17,22.8
7,08:35,48,23.1
8,08:40,48,22.6
9,08:45,48,22.3
10,08:50,48,22.9
11,08:55,48,23.1
12,09:00,48,23.3
13,09:05,48,23.0
14,09:10,48,22.7
15,09:15,48,21.9
16,09:20,7,22.6
17,09:25,7,22.6
18,09:30,7,22.1
19,09:35,7,22.6
20,09:40,7,22.3
21,09:45,7,23.4
22,09:50,18,23.3
23,09:55,18,24.3
24,10:00,18,24.0
25,10:05,18,24.0
26,10:10,18,24.0
27,10:15,47,23.4
28,10:20,47,23.4
29,10:25,47,23.2
30,10:30,47,22.5
31,10:35,47,22.9
32,10:40,47,22.7
33,10:45,47,21.9
34,10:50,47,22.7
35,10:55,47,23.4
36,11:00,17,23.6
37,11:05,17,23.1
38,11:10,17,22.4
39,11:15,17,23.1
40,11:20,17,23.3
41,11:25,17,23.2
42,11:30,17,23.6
43,11:35,17,22.9
44,11:40,17,23.1
45,11:45,30,23.6
46,11:50,30,23.1
47,11:55,30,23.1
48,12:00,30,23.5
49,12:05,30,23.7
50,12:10,46,23.6
51,12:15,46,23.0
52,12:20,46,23.8
53,12:25,46,22.9
54,12:30,46,22.7
55,12:35,46,22.6
56,12:40,43,22.8
57,12:45,43,23.1
58,12:50,43,22.3
59,12:55,43,21.6
60,13:00,47,21.6
61,13:05,47,21.7
62,13:10,47,21.5
63,13:15,47,20.9
64,13:20,47,20.6
65,13:25,46,21.5
66,13:30,46,21.7
67,13:35,46,21.6
68,13:40,46,21.2
69,13:45,46,21.6
70,13:50,46,21.5
71,13:55,46,22.4
72,14:00,45,22.8
73,14:05,45,23.2
74,14:10,45,23.6
75,14:15,45,23.3
76,14:20,45,23.7
77,14:25,25,24.0
78,14:30,25,24.2
79,14:35,25,24.6
80,14:40,25,24.7
81,14:45,30,24.6
82,14:50,30,24.8
83,14:55,30,24.9
84,15:00,49,25.4
85,15:05,49,26.1
86,15:10,49,26.1
87,15:15,4,26.2
88,15:20,4,26.4
89,15:25,4,25.1
90,15:30,26,25.8
91,15:35,26,26.2
92,15:40,26,26.6
93,15:45,26,27.1
94,15:50,26,26.2
95,15:55,26,26.4
96,16:00,26,26.5
97,16:05,26,26.3
98,16:10,26,26.2
99,16:15,26,26.4
100,16:20,20,26.2
101,16:25,20,26.5
102,16:30,20,27.8
103,16:35,20,27.5
104,16:40,20,27.7
105,16:45,20,27.5
106,16:50,20,27.7
107,16:55,20,26.9
108,17:00,20,25.3
109,17:05,20,25.6
110,17:10,29,25.8
111,17:15,29,26.1
112,17:20,29,26.3
113,17:25,29,26.3
114,17:30,38,25.9
115,17:35,38,24.7
116,17:40,38,25.1
117,17:45,13,25.0
118,17:50,13,25.4
119,17:55,13,25.7
120,18:00,11,26.6
