step,time,#people,temp_out
0,08:00,47,24.4
1,08:05,8,24.6
2,08:10,8,24.6
3,08:15,8,25.0
4,08:20,8,25.7
5,08:25,8,25.9
6,08:30,8,26.6
7,08:35,40,26.6
8,08:40,40,27.2
9,08:45,40,27.0
10,08:50,40,26.6
11,08:55,40,26.7
12,09:00,40,26.8
13,09:05,40,26.9
14,09:10,40,26.4
15,09:15,40,26.5
16,09:20,40,25.8
17,09:25,26,26.5
18,09:30,26,26.7
19,09:35,26,27.0
20,09:40,26,27.1
21,09:45,26,27.4
22,09:50,26,26.9
23,09:55,26,26.9
24,10:00,26,26.3
25,10:05,26,26.2
26,10:10,26,26.7
27,10:15,20,26.7
28,10:20,20,27.4
29,10:25,20,27.0
30,10:30,20,27.1
31,10:35,20,26.6
32,10:40,20,27.9
33,10:45,20,27.7
34,10:50,20,28.2
35,10:55,20,28.9
36,11:00,20,28.8
37,11:05,26,28.2
38,11:10,26,28.1
39,11:15,26,28.7
40,11:20,26,27.8
41,11:25,26,27.7
42,11:30,26,27.4
43,11:35,26,27.0
44,11:40,26,27.4
45,11:45,26,27.1
46,11:50,36,26.6
47,11:55,36,26.4
48,12:00,36,27.2
49,12:05,36,26.9
50,12:10,36,27.4
51,12:15,30,26.5
52,12:20,30,26.1
53,12:25,30,27.2
54,12:30,30,27.1
55,12:35,30,26.5
56,12:40,30,25.8
57,12:45,30,25.7
58,12:50,30,25.3
59,12:55,30,25.1
60,13:00,10,24.0
61,13:05,10,23.9
62,13:10,10,24.0
63,13:15,0,23.5
64,13:20,0,23.8
65,13:25,0,23.7
66,13:30,0,23.6
67,13:35,0,23.5
68,13:40,29,23.1
69,13:45,29,22.1
70,13:50,29,22.3
71,13:55,29,22.6
72,14:00,29,23.2
73,14:05,29,22.1
74,14:10,29,23.1
75,14:15,29,23.5
76,14:20,29,23.5
77,14:25,29,23.3
78,14:30,18,23.3
79,14:35,18,23.4
80,14:40,18,23.5
81,14:45,36,23.5
82,14:50,36,23.3
83,14:55,46,23.5
84,15:00,46,23.5
85,15:05,46,23.5
86,15:10,46,22.7
87,15:15,12,22.2
88,15:20,12,23.4
89,15:25,31,23.5
90,15:30,31,23.3
91,15:35,31,23.9
92,15:40,15,23.2
93,15:45,15,23.0
94,15:50,45,23.1
95,15:55,45,22.1
96,16:00,45,21.7
97,16:05,45,21.8
98,16:10,33,21.7
99,16:15,33,21.9
100,16:20,33,22.2
101,16:25,33,21.0
102,16:30,33,20.1
103,16:35,33,20.0
104,16:40,33,19.6
105,16:45,33,19.6
106,16:50,33,20.0
107,16:55,13,19.6
108,17:00,13,19.2
109,17:05,13,18.6
110,17:10,13,19.3
111,17:15,13,19.1
112,17:20,13,19.1
113,17:25,13,19.3
114,17:30,13,19.6
115,17:35,11,20.1
116,17:40,11,20.5
117,17:45,22,20.4
118,17:50,22,20.8
119,17:55,22,20.9
120,18:00,22,21.1
